	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:2001233	GO:2001233	regulation of apoptotic signaling pathway	21/303	447/28928	0.046979866	4.485259264	7.640319134	1.33E-08	1.95E-07	1.07E-07	Ctss/Ctsc/Il1b/Serpine1/Ptprc/Thbs1/Lgals3/Mcl1/S100a9/Fcgr2b/S100a8/Ier3/Arrb2/Ptpn1/Wnt5a/Trem2/Hmox1/Dab2/Mmp9/Sfrp2/Tnfrsf12a	21	up
GO:0002468	GO:0002468	dendritic cell antigen processing and presentation	6/303	17/28928	0.352941176	33.69598136	13.87354814	1.41E-08	2.05E-07	1.12E-07	Mpeg1/Thbs1/Cd68/Fcgr4/Clec4a3/Clec4a2	6	up
GO:0043312	GO:0043312	neutrophil degranulation	6/303	17/28928	0.352941176	33.69598136	13.87354814	1.41E-08	2.05E-07	1.12E-07	Itgam/Itgb2/Ptafr/Syk/Myo1f/Spi1	6	up
GO:0098883	GO:0098883	synapse pruning	6/303	17/28928	0.352941176	33.69598136	13.87354814	1.41E-08	2.05E-07	1.12E-07	C3/C1qa/Itgam/C1qc/C1qb/Trem2	6	up
GO:0007249	GO:0007249	canonical NF-kappaB signal transduction	17/303	291/28928	0.058419244	5.577398977	8.074242101	1.43E-08	2.07E-07	1.13E-07	Saa3/Il1b/Sirpa/Clec4d/Nfkbia/Lilrb4a/S100a4/Arrb2/Bcl3/Tgm2/Wnt5a/Stat1/Litaf/Trem2/Myd88/Tlr2/Clec4n	17	up
GO:0001961	GO:0001961	positive regulation of cytokine-mediated signaling pathway	9/303	61/28928	0.147540984	14.086025	10.52621173	1.45E-08	2.09E-07	1.14E-07	Laptm5/Wnt5a/Parp14/Irf7/Zbp1/Adam17/Cd300lf/Trem2/Mmp12	9	up
GO:0032612	GO:0032612	interleukin-1 production	12/303	131/28928	0.091603053	8.74552188	9.141405501	1.47E-08	2.10E-07	1.15E-07	Tyrobp/Il1b/Ccr5/Sirpa/Lilrb4a/Arrb2/Wnt5a/Ifi207/Trem2/Myd88/Tlr2/Ifi209	12	up
GO:0031638	GO:0031638	zymogen activation	10/303	82/28928	0.12195122	11.64292039	9.929450259	1.51E-08	2.15E-07	1.18E-07	Lgmn/Ctsz/Mmp14/Serpine1/Thbs1/C1ra/Ifi207/Vsir/Plat/Ifi209	10	up
GO:1903038	GO:1903038	negative regulation of leukocyte cell-cell adhesion	13/303	160/28928	0.08125	7.75709571	8.817906533	1.57E-08	2.23E-07	1.22E-07	Laptm5/Lgals1/Pf4/Cebpb/Arg1/Lgals3/Lilrb4a/Ptpn6/H2-Aa/Runx1/Vsir/Ass1/Tnfaip8l2	13	up
GO:0002474	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	9/303	62/28928	0.14516129	13.85883104	10.42807859	1.68E-08	2.37E-07	1.29E-07	H2-K1/H2-D1/Mpeg1/Fcer1g/Fcgr3/Fcgr1/Clec4a3/Clec4a2/H2-Q7	9	up
GO:0002823	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	9/303	62/28928	0.14516129	13.85883104	10.42807859	1.68E-08	2.37E-07	1.29E-07	Lgals1/Pf4/Arg1/Ptprc/Fcgr2b/Lilrb4a/Ptpn6/Nckap1l/Vsir	9	up
GO:0031663	GO:0031663	lipopolysaccharide-mediated signaling pathway	9/303	62/28928	0.14516129	13.85883104	10.42807859	1.68E-08	2.37E-07	1.29E-07	Acod1/Nfkbia/Ptafr/Stat1/Cd14/Cd84/Trem2/Myd88/Spi1	9	up
GO:2000379	GO:2000379	positive regulation of reactive oxygen species metabolic process	10/303	83/28928	0.120481928	11.50264424	9.858315062	1.70E-08	2.38E-07	1.30E-07	Lcn2/Itgam/Tyrobp/Pid1/Thbs1/Cyba/Acod1/Itgb2/Syk/Fpr2	10	up
GO:0070372	GO:0070372	regulation of ERK1 and ERK2 cascade	18/303	333/28928	0.054054054	5.160645794	7.856662103	1.78E-08	2.49E-07	1.36E-07	C3/Fn1/Il1b/Myh9/Ptprc/Csf1r/Sirpa/Ptpn6/Arrb2/Ptpn1/Adam17/Trem2/Syk/Dab2/Tlr2/P2ry6/Ccr1/Fpr2	18	up
GO:0071887	GO:0071887	leukocyte apoptotic process	13/303	164/28928	0.079268293	7.567898253	8.678086299	2.11E-08	2.93E-07	1.60E-07	Fcer1g/Itgam/Lgals3/Ccr5/Fcgr2b/Slc7a11/Bcl3/Hcls1/Wnt5a/Adam17/Pnp/Dock8/Ccl5	13	up
GO:0032722	GO:0032722	positive regulation of chemokine production	10/303	86/28928	0.11627907	11.10138921	9.652013232	2.40E-08	3.34E-07	1.82E-07	Il1b/Aif1/Csf1r/Wnt5a/Adam17/Cd84/Syk/Myd88/Tlr2/Ccl5	10	up
GO:0071402	GO:0071402	cellular response to lipoprotein particle stimulus	8/303	46/28928	0.173913043	16.6038169	10.89673512	2.44E-08	3.38E-07	1.84E-07	Fcer1g/Ccl2/Cd68/Itgb2/Adam17/Trem2/Syk/Myd88	8	up
GO:0140888	GO:0140888	interferon-mediated signaling pathway	11/303	111/28928	0.099099099	9.461183956	9.189005421	2.60E-08	3.58E-07	1.96E-07	Arg1/Samhd1/Isg15/Wnt5a/Parp14/Irf7/Zbp1/Stat1/Ifngr1/Mmp12/Myd88	11	up
GO:0032729	GO:0032729	positive regulation of type II interferon production	10/303	87/28928	0.114942529	10.97378703	9.58550116	2.69E-08	3.70E-07	2.02E-07	Il1b/Ccr2/Isg15/Bcl3/Wnt5a/Cd14/Arid5a/Runx1/Sash3/Irf8	10	up
GO:0045730	GO:0045730	respiratory burst	7/303	31/28928	0.225806452	21.55818162	11.78255378	2.74E-08	3.75E-07	2.05E-07	Grn/Cybb/Cyba/S100a9/Ncf1/Ncf2/Trem2	7	up
GO:0033028	GO:0033028	myeloid cell apoptotic process	8/303	47/28928	0.170212766	16.2505442	10.76535663	2.91E-08	3.98E-07	2.17E-07	Fcer1g/Itgam/Ccr5/Fcgr2b/Slc7a11/Adam17/Clec5a/Ccl5	8	up
GO:0030225	GO:0030225	macrophage differentiation	9/303	66/28928	0.136363636	13.01890189	10.05712414	2.96E-08	4.02E-07	2.20E-07	Itgam/C1qc/Csf1r/Hcls1/Nrros/Fosl2/Myd88/Tlr2/Spi1	9	up
GO:0001960	GO:0001960	negative regulation of cytokine-mediated signaling pathway	10/303	88/28928	0.113636364	10.84908491	9.520063691	3.01E-08	4.08E-07	2.23E-07	Arg1/Ptprc/Il1rn/Samhd1/Ecm1/Isg15/Parp14/Trem2/Mmp12/Ccl5	10	up
GO:0038093	GO:0038093	Fc receptor signaling pathway	6/303	19/28928	0.315789474	30.14903596	13.0762955	3.04E-08	4.11E-07	2.24E-07	Fcer1g/Fcgr3/Fcgr1/Clec4d/Clec4e/Fcgr4	6	up
GO:0042102	GO:0042102	positive regulation of T cell proliferation	11/303	113/28928	0.097345133	9.293729373	9.088245169	3.13E-08	4.21E-07	2.30E-07	Coro1a/Il1b/Aif1/Ptprc/Vcam1/Ccr2/Nckap1l/Pnp/Syk/Sash3/Ccl5	11	up
GO:0006956	GO:0006956	complement activation	9/303	67/28928	0.134328358	12.82458992	9.969378081	3.38E-08	4.54E-07	2.48E-07	C3/Cfb/C1qa/C1qc/Il1b/C1qb/C1ra/Cfp/Trem2	9	up
GO:0048246	GO:0048246	macrophage chemotaxis	8/303	48/28928	0.166666667	15.9119912	10.63794957	3.47E-08	4.63E-07	2.53E-07	C3ar1/Thbs1/Csf1r/Lgals3/Ccl2/Cmklr1/Ccl5/Mmp9	8	up
GO:0052548	GO:0052548	regulation of endopeptidase activity	17/303	310/28928	0.05483871	5.235558395	7.713866975	3.62E-08	4.83E-07	2.64E-07	Serpina3n/Ctsd/Lgmn/Laptm5/Serpine1/Thbs1/S100a9/Timp1/Psmb8/S100a8/Ifi207/Stat1/Syk/Vsir/Mmp9/Sfrp2/Ifi209	17	up
GO:0050868	GO:0050868	negative regulation of T cell activation	12/303	143/28928	0.083916084	8.011631932	8.647772908	3.93E-08	5.21E-07	2.85E-07	Laptm5/Lgals1/Pf4/Cebpb/Arg1/Lgals3/Lilrb4a/Ptpn6/H2-Aa/Runx1/Vsir/Tnfaip8l2	12	up
GO:1904645	GO:1904645	response to amyloid-beta	8/303	49/28928	0.163265306	15.58725668	10.51431186	4.10E-08	5.43E-07	2.97E-07	Lgmn/Vcam1/Fcgr2b/Trem2/Syk/Itga4/Mmp9/Fpr2	8	up
GO:0050728	GO:0050728	negative regulation of inflammatory response	13/303	174/28928	0.074712644	7.132961572	8.348260604	4.26E-08	5.62E-07	3.07E-07	Grn/Pf4/Sirpa/Fcgr2b/Acod1/Socs3/Aoah/Ier3/Ptpn6/Il10ra/Trem2/Tnfaip8l2/Fpr2	13	up
GO:0045579	GO:0045579	positive regulation of B cell differentiation	6/303	20/28928	0.3	28.64158416	12.72240358	4.31E-08	5.66E-07	3.09E-07	Mmp14/Nckap1l/Inpp5d/Pnp/Syk/Spi1	6	up
GO:0061082	GO:0061082	myeloid leukocyte cytokine production	9/303	69/28928	0.130434783	12.45286268	9.79937154	4.40E-08	5.77E-07	3.15E-07	Fcer1g/Laptm5/Il1b/Wnt5a/Litaf/Syk/Hmox1/Myd88/Tlr2	9	up
GO:0007160	GO:0007160	cell-matrix adhesion	15/303	241/28928	0.062240664	5.942237377	7.926652508	4.48E-08	5.84E-07	3.19E-07	Fn1/Col3a1/Itgam/Grem1/Mmp14/Myh9/Serpine1/Thbs1/Cfl1/Vcam1/Sirpa/Itgb2/Iqgap1/Mmp12/Itga4	15	up
GO:0046632	GO:0046632	alpha-beta T cell differentiation	12/303	145/28928	0.082758621	7.901126664	8.571093549	4.59E-08	5.97E-07	3.26E-07	Lgals1/Pf4/Ccr2/Lilrb4a/Nckap1l/Bcl3/Rsad2/Pnp/Runx1/Syk/Sash3/Fosl2	12	up
GO:0060761	GO:0060761	negative regulation of response to cytokine stimulus	10/303	92/28928	0.108695652	10.37738556	9.26847841	4.63E-08	6.01E-07	3.28E-07	Arg1/Ptprc/Il1rn/Samhd1/Ecm1/Isg15/Parp14/Trem2/Mmp12/Ccl5	10	up
GO:0001667	GO:0001667	ameboidal-type cell migration	16/303	278/28928	0.057553957	5.494788328	7.74764287	4.72E-08	6.10E-07	3.33E-07	Fn1/Coro1a/Serpine1/Thbs1/Cfl1/Actr3/Timp1/Iqgap1/Wnt5a/Slc8a1/Mmp12/Srgap2/Arhgdib/Itga4/Mmp9/Lrg1	16	up
GO:0071356	GO:0071356	cellular response to tumor necrosis factor	14/303	208/28928	0.067307692	6.425996446	8.080146203	4.79E-08	6.17E-07	3.37E-07	Laptm5/Col1a1/Pid1/Ccl2/Cfl1/Actr3/Acod1/Nfkbia/Adam17/Stat1/Syk/Ass1/Birc3/Ccl5	14	up
GO:0045670	GO:0045670	regulation of osteoclast differentiation	10/303	93/28928	0.107526882	10.26580077	9.207987453	5.14E-08	6.60E-07	3.61E-07	Tyrobp/Cebpb/Csf1r/Ccl9/Mafb/Lilrb4a/Inpp5d/Trem2/Ccr1/Ccl5	10	up
GO:0021782	GO:0021782	glial cell development	12/303	147/28928	0.081632653	7.793628342	8.495868394	5.34E-08	6.83E-07	3.73E-07	C1qa/Grn/Itgam/Il1b/Csf1r/S100a9/S100a8/Nrros/Ifngr1/B4galt5/Trem2/Tlr2	12	up
GO:0019730	GO:0019730	antimicrobial humoral response	14/303	210/28928	0.066666667	6.36479648	8.02760634	5.40E-08	6.88E-07	3.76E-07	Ccl6/Pf4/Ccl9/Lgals3/Ccl2/Wfdc17/S100a9/Acod1/Bcl3/Slpi/Ccl8/Ccl7/Cxcl10/Ccl5	14	up
GO:0071560	GO:0071560	cellular response to transforming growth factor beta stimulus	16/303	281/28928	0.056939502	5.436125107	7.688075434	5.48E-08	6.96E-07	3.80E-07	Col3a1/Col1a1/Serpine1/Thbs1/Ccl2/Actr3/Sdcbp/Arrb2/Wnt5a/Nrros/Adam17/Runx1/Dab2/Arap1/Spi1/Lrg1	16	up
GO:0032720	GO:0032720	negative regulation of tumor necrosis factor production	9/303	71/28928	0.126760563	12.10207781	9.636251271	5.68E-08	7.20E-07	3.93E-07	Sirpa/Lilrb4a/Ptpn6/Arrb2/Bcl3/Clec4a3/Clec4a2/Trem2/Vsir	9	up
GO:0051897	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	14/303	211/28928	0.066350711	6.334631567	8.001591733	5.73E-08	7.23E-07	3.95E-07	Fn1/Thbs1/Csf1r/P2rx4/Ptpn6/Arrb2/Hcls1/Pros1/Pik3ap1/Trem2/Fgr/Vav1/Cbl/Ccl5	14	up
GO:0048143	GO:0048143	astrocyte activation	6/303	21/28928	0.285714286	27.2776992	12.39355041	5.97E-08	7.52E-07	4.11E-07	C1qa/Grn/Il1b/Csf1r/Ifngr1/Trem2	6	up
GO:0002832	GO:0002832	negative regulation of response to biotic stimulus	12/303	149/28928	0.080536913	7.689015881	8.422049237	6.21E-08	7.79E-07	4.25E-07	Grn/Arg1/Samhd1/Acod1/Isg15/Ptpn6/Arrb2/Parp14/Ifi207/Mmp12/Ccr1/Ifi209	12	up
GO:0070371	GO:0070371	ERK1 and ERK2 cascade	18/303	362/28928	0.049723757	4.747223894	7.381412506	6.34E-08	7.93E-07	4.33E-07	C3/Fn1/Il1b/Myh9/Ptprc/Csf1r/Sirpa/Ptpn6/Arrb2/Ptpn1/Adam17/Trem2/Syk/Dab2/Tlr2/P2ry6/Ccr1/Fpr2	18	up
GO:0030851	GO:0030851	granulocyte differentiation	8/303	52/28928	0.153846154	14.68799188	10.16419898	6.66E-08	8.28E-07	4.52E-07	C1qc/Inpp5d/Hcls1/Runx1/Fosl2/Spi1/Evi2/Ikzf1	8	up
GO:0050732	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	8/303	52/28928	0.153846154	14.68799188	10.16419898	6.66E-08	8.28E-07	4.52E-07	Ptprc/Socs3/Lilrb4a/Ptpn6/Ptpn1/Parp14/Samsn1/Sfrp2	8	up
GO:0060142	GO:0060142	regulation of syncytium formation by plasma membrane fusion	7/303	35/28928	0.2	19.09438944	11.02000778	6.75E-08	8.36E-07	4.57E-07	Tyrobp/Cd53/Ehd1/Stat1/Ccl8/Trem2/Cxcl10	7	up
GO:0045927	GO:0045927	positive regulation of growth	17/303	324/28928	0.052469136	5.009330563	7.466743789	6.87E-08	8.48E-07	4.63E-07	C3/Fn1/Mmp14/Serpine1/Cyba/Cfl1/Sdcbp/Cd38/Wnt5a/Adam17/Sash3/Cxcl16/Rbpj/Rftn1/Sfrp2/Tnfrsf12a/Ikzf1	17	up
GO:0002711	GO:0002711	positive regulation of T cell mediated immunity	10/303	96/28928	0.104166667	9.944994499	9.031888637	6.98E-08	8.60E-07	4.70E-07	H2-K1/H2-D1/Il1b/Ptprc/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Sash3	10	up
GO:1903556	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	9/303	73/28928	0.123287671	11.77051404	9.479547045	7.27E-08	8.93E-07	4.88E-07	Sirpa/Lilrb4a/Ptpn6/Arrb2/Bcl3/Clec4a3/Clec4a2/Trem2/Vsir	9	up
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	18/303	366/28928	0.049180328	4.695341665	7.319831745	7.48E-08	9.15E-07	5.00E-07	Cotl1/Coro1a/Myh9/Csf1r/Cfl1/Vasp/Actr3/Plek/Nckap1l/Prex1/Hcls1/Gmfg/Hck/Capg/Fgr/Arap1/Tlr2/Myo1f	18	up
GO:0051047	GO:0051047	positive regulation of secretion	20/303	451/28928	0.044345898	4.233789233	7.121199101	7.62E-08	9.29E-07	5.08E-07	Spp1/Fcer1g/Itgam/Il1b/Myh9/Cyba/Lgals3/S100a9/Sdcbp/S100a8/Cd38/Itgb2/Ptafr/Trem2/Runx1/Syk/Fgr/Dab2/Tlr2/Rab8b	20	up
GO:0071559	GO:0071559	response to transforming growth factor beta	16/303	288/28928	0.055555556	5.303997066	7.552347561	7.69E-08	9.35E-07	5.11E-07	Col3a1/Col1a1/Serpine1/Thbs1/Ccl2/Actr3/Sdcbp/Arrb2/Wnt5a/Nrros/Adam17/Runx1/Dab2/Arap1/Spi1/Lrg1	16	up
GO:0002524	GO:0002524	hypersensitivity	6/303	22/28928	0.272727273	26.03780378	12.08686961	8.14E-08	9.84E-07	5.37E-07	C3/Fcer1g/Fcgr3/Fcgr2b/Fcgr1/Fcgr4	6	up
GO:0030852	GO:0030852	regulation of granulocyte differentiation	6/303	22/28928	0.272727273	26.03780378	12.08686961	8.14E-08	9.84E-07	5.37E-07	C1qc/Inpp5d/Hcls1/Runx1/Evi2/Ikzf1	6	up
GO:0140895	GO:0140895	cell surface toll-like receptor signaling pathway	9/303	74/28928	0.121621622	11.61145304	9.403466179	8.21E-08	9.88E-07	5.40E-07	Cyba/Acod1/Nfkbia/Pik3ap1/Cd14/Trem2/Myd88/Tlr2/Znrf1	9	up
GO:0032652	GO:0032652	regulation of interleukin-1 production	11/303	125/28928	0.088	8.401531353	8.532140371	8.94E-08	1.07E-06	5.86E-07	Tyrobp/Ccr5/Sirpa/Lilrb4a/Arrb2/Wnt5a/Ifi207/Trem2/Myd88/Tlr2/Ifi209	11	up
GO:0043313	GO:0043313	regulation of neutrophil degranulation	5/303	12/28928	0.416666667	39.779978	13.82386034	9.10E-08	1.09E-06	5.93E-07	Itgam/Itgb2/Ptafr/Syk/Spi1	5	up
GO:0031334	GO:0031334	positive regulation of protein-containing complex assembly	14/303	219/28928	0.063926941	6.103229501	7.799349621	9.10E-08	1.09E-06	5.93E-07	Msn/Lcp1/Lgals3/Vasp/Actr3/Abca1/Gda/Plek/Isg15/Mmp3/Nckap1l/Syk/Myd88/Ikzf1	14	up
GO:0002224	GO:0002224	toll-like receptor signaling pathway	9/303	75/28928	0.12	11.45663366	9.328832631	9.24E-08	1.10E-06	6.00E-07	Unc93b1/S100a9/S100a8/Arrb2/Irf7/Pik3ap1/Cd300lf/Myd88/Tlr2	9	up
GO:0036037	GO:0036037	CD8-positive, alpha-beta T cell activation	7/303	37/28928	0.189189189	18.06226028	10.68455409	1.02E-07	1.20E-06	6.58E-07	Lilrb4a/Nckap1l/Clec4a3/Clec4a2/Runx1/Vsir/Wdfy4	7	up
GO:0046634	GO:0046634	regulation of alpha-beta T cell activation	11/303	127/28928	0.086614173	8.269223773	8.446686576	1.05E-07	1.24E-06	6.80E-07	Lgals1/Pf4/Ptprc/Ccr2/Lilrb4a/Nckap1l/Pnp/Runx1/Syk/Vsir/Sash3	11	up
GO:0097242	GO:0097242	amyloid-beta clearance	7/303	38/28928	0.184210526	17.58693764	10.52651233	1.23E-07	1.45E-06	7.94E-07	C3/Itgam/Msr1/Itgb2/Ifngr1/Trem2/Syk	7	up
GO:0010952	GO:0010952	positive regulation of peptidase activity	12/303	159/28928	0.075471698	7.205429977	8.072505001	1.27E-07	1.49E-06	8.15E-07	Ctsd/Lgmn/Grn/Laptm5/S100a9/S100a8/Ifi207/Stat1/Syk/Vsir/Sfrp2/Ifi209	12	up
GO:0031214	GO:0031214	biomineral tissue development	13/303	191/28928	0.068062827	6.498090647	7.843468013	1.27E-07	1.49E-06	8.16E-07	Spp1/Grem1/Cebpb/Col1a1/Csf1r/Ecm1/Sbno2/Isg15/Srgn/Slc8a1/Fgr/Fosl2/Ccr1	13	up
GO:0051896	GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	16/303	299/28928	0.053511706	5.10886674	7.347757683	1.28E-07	1.50E-06	8.19E-07	Fn1/Thbs1/Csf1r/P2rx4/Mmp3/Ptpn6/Arrb2/Ptpn1/Hcls1/Pros1/Pik3ap1/Trem2/Fgr/Vav1/Cbl/Ccl5	16	up
GO:0032677	GO:0032677	regulation of interleukin-8 production	9/303	78/28928	0.115384615	11.01599391	9.113153986	1.31E-07	1.52E-06	8.30E-07	Il1b/Serpine1/Ptprc/Bcl3/Wnt5a/Cd14/Syk/Myd88/Tlr2	9	up
GO:0010818	GO:0010818	T cell chemotaxis	6/303	24/28928	0.25	23.8679868	11.53067798	1.44E-07	1.67E-06	9.13E-07	Ccr2/Wnt5a/Adam17/Cxcl16/Cxcl10/Ccl5	6	up
GO:1901623	GO:1901623	regulation of lymphocyte chemotaxis	6/303	24/28928	0.25	23.8679868	11.53067798	1.44E-07	1.67E-06	9.13E-07	Ccr2/Wnt5a/Adam17/Ccl7/Cxcl10/Ccl5	6	up
GO:0002752	GO:0002752	cell surface pattern recognition receptor signaling pathway	9/303	79/28928	0.113924051	10.87655095	9.043858036	1.46E-07	1.68E-06	9.18E-07	Cyba/Acod1/Nfkbia/Pik3ap1/Cd14/Trem2/Myd88/Tlr2/Znrf1	9	up
GO:0032637	GO:0032637	interleukin-8 production	9/303	79/28928	0.113924051	10.87655095	9.043858036	1.46E-07	1.68E-06	9.18E-07	Il1b/Serpine1/Ptprc/Bcl3/Wnt5a/Cd14/Syk/Myd88/Tlr2	9	up
GO:0043301	GO:0043301	negative regulation of leukocyte degranulation	5/303	13/28928	0.384615385	36.71997969	13.25322422	1.47E-07	1.68E-06	9.19E-07	Ccr2/Nckap1l/Cd84/Hmox1/Spi1	5	up
GO:0033032	GO:0033032	regulation of myeloid cell apoptotic process	7/303	39/28928	0.179487179	17.13599052	10.37437503	1.49E-07	1.70E-06	9.31E-07	Fcer1g/Ccr5/Fcgr2b/Slc7a11/Adam17/Clec5a/Ccl5	7	up
GO:0097193	GO:0097193	intrinsic apoptotic signaling pathway	17/303	343/28928	0.049562682	4.731845779	7.153225468	1.55E-07	1.77E-06	9.66E-07	Cebpb/Mcl1/S100a9/Fcgr2b/S100a8/Ifi27l2a/Ier3/Bcl2a1b/Ptpn1/Bcl3/Ifi207/Pnp/Trem2/Hmox1/Ifi204/Mmp9/Ifi209	17	up
GO:1905952	GO:1905952	regulation of lipid localization	13/303	196/28928	0.066326531	6.332323028	7.706582323	1.72E-07	1.96E-06	1.07E-06	Spp1/C3/Il1b/Msr1/Thbs1/Abca1/Nfkbia/Ehd1/Apoc2/Trem2/Runx1/Syk/Dab2	13	up
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	18/303	388/28928	0.046391753	4.429110952	6.996336351	1.78E-07	2.02E-06	1.10E-06	Il1b/Pid1/Ptprc/Sirpa/Socs3/Plek/Lilrb4a/Iqgap1/Ier3/Ptpn6/Arrb2/Ptpn1/Parp14/Slc8a1/Rgs2/Birc3/Samsn1/Sfrp2	18	up
GO:0045936	GO:0045936	negative regulation of phosphate metabolic process	18/303	388/28928	0.046391753	4.429110952	6.996336351	1.78E-07	2.02E-06	1.10E-06	Il1b/Pid1/Ptprc/Sirpa/Socs3/Plek/Lilrb4a/Iqgap1/Ier3/Ptpn6/Arrb2/Ptpn1/Parp14/Slc8a1/Rgs2/Birc3/Samsn1/Sfrp2	18	up
GO:0010759	GO:0010759	positive regulation of macrophage chemotaxis	6/303	25/28928	0.24	22.91326733	11.27732104	1.88E-07	2.12E-06	1.16E-06	C3ar1/Thbs1/Csf1r/Ccl2/Cmklr1/Ccl5	6	up
GO:0045123	GO:0045123	cellular extravasation	9/303	82/28928	0.109756098	10.47862835	8.843208939	2.02E-07	2.27E-06	1.24E-06	Itgam/Ccl2/Vcam1/Sirpa/Ccr2/Itgb2/Ptafr/Ccl5/Itga4	9	up
GO:0046637	GO:0046637	regulation of alpha-beta T cell differentiation	9/303	82/28928	0.109756098	10.47862835	8.843208939	2.02E-07	2.27E-06	1.24E-06	Lgals1/Pf4/Ccr2/Lilrb4a/Nckap1l/Pnp/Runx1/Syk/Sash3	9	up
GO:0030574	GO:0030574	collagen catabolic process	7/303	41/28928	0.170731707	16.30008855	10.08637048	2.14E-07	2.39E-06	1.31E-06	Ctsb/Ctss/Mmp14/Mmp3/Vsir/Mmp12/Mmp9	7	up
GO:0001659	GO:0001659	temperature homeostasis	13/303	201/28928	0.064676617	6.174802555	7.574377389	2.30E-07	2.57E-06	1.40E-06	Lcn2/Fabp5/Cebpb/Il1b/Il1rn/Ccr5/Ccr2/Adam17/Cmklr1/Syk/Ccl5/Plac8/Rbpj	13	up
GO:0050918	GO:0050918	positive chemotaxis	8/303	61/28928	0.131147541	12.52091111	9.267256454	2.40E-07	2.67E-06	1.46E-06	Saa3/Coro1a/Lgals3/S100a4/Wnt5a/Cxcl10/Ccl5/Fpr2	8	up
GO:0035710	GO:0035710	CD4-positive, alpha-beta T cell activation	11/303	139/28928	0.079136691	7.555333951	7.970566612	2.64E-07	2.93E-06	1.60E-06	Lgals1/Pf4/Cebpb/Ccr2/Lilrb4a/Nckap1l/Bcl3/Rsad2/Runx1/Vsir/Sash3	11	up
GO:0008154	GO:0008154	actin polymerization or depolymerization	13/303	204/28928	0.06372549	6.083996635	7.497183548	2.73E-07	3.02E-06	1.65E-06	Cotl1/Coro1a/Aif1/Cfl1/Vasp/Actr3/Plek/Nckap1l/Prex1/Hcls1/Capg/Msrb1/Tlr2	13	up
GO:0016032	GO:0016032	viral process	17/303	359/28928	0.04735376	4.520955717	6.906540011	2.95E-07	3.25E-06	1.78E-06	Ctsb/Lgals1/Csf1r/Cfl1/Ly6e/Isg15/Ifi207/Stat1/Cd300lf/Rsad2/Slpi/Ccl8/Clec5a/Ccl5/Ifi209/N4bp1/Spcs3	17	up
GO:1904646	GO:1904646	cellular response to amyloid-beta	7/303	43/28928	0.162790698	15.54194489	9.817949654	3.01E-07	3.31E-06	1.81E-06	Lgmn/Vcam1/Fcgr2b/Trem2/Syk/Itga4/Fpr2	7	up
GO:0032930	GO:0032930	positive regulation of superoxide anion generation	6/303	27/28928	0.222222222	21.21598827	10.81236476	3.09E-07	3.39E-06	1.85E-06	Itgam/Tyrobp/Cyba/Itgb2/Syk/Fpr2	6	up
GO:0010819	GO:0010819	regulation of T cell chemotaxis	5/303	15/28928	0.333333333	31.8239824	12.285365	3.36E-07	3.67E-06	2.01E-06	Ccr2/Wnt5a/Adam17/Cxcl10/Ccl5	5	up
GO:0032655	GO:0032655	regulation of interleukin-12 production	8/303	64/28928	0.125	11.9339934	9.009294858	3.52E-07	3.83E-06	2.09E-06	Laptm5/Unc93b1/Thbs1/Arrb2/Cmklr1/Syk/Irf8/Tlr2	8	up
GO:0030282	GO:0030282	bone mineralization	11/303	143/28928	0.076923077	7.343995938	7.824346276	3.52E-07	3.83E-06	2.09E-06	Spp1/Grem1/Csf1r/Ecm1/Sbno2/Isg15/Srgn/Slc8a1/Fgr/Fosl2/Ccr1	11	up
GO:0032733	GO:0032733	positive regulation of interleukin-10 production	7/303	44/28928	0.159090909	15.18871887	9.690386928	3.55E-07	3.85E-06	2.10E-06	Fcer1g/Isg15/Bcl3/Trem2/Syk/Sash3/Tlr2	7	up
GO:0030041	GO:0030041	actin filament polymerization	12/303	176/28928	0.068181818	6.509450945	7.542770415	3.83E-07	4.14E-06	2.26E-06	Cotl1/Coro1a/Aif1/Cfl1/Vasp/Actr3/Nckap1l/Prex1/Hcls1/Capg/Msrb1/Tlr2	12	up
GO:0002279	GO:0002279	mast cell activation involved in immune response	8/303	65/28928	0.123076923	11.7503935	8.927103484	3.97E-07	4.28E-06	2.34E-06	Fcer1g/Lilrb4a/Ptpn6/Cd84/Syk/Fgr/Cbl/Hmox1	8	up
GO:0001935	GO:0001935	endothelial cell proliferation	12/303	177/28928	0.06779661	6.472674386	7.513806894	4.07E-07	4.37E-06	2.39E-06	Mmp14/Arg1/Thbs1/Cyba/Ccl2/Ecm1/Wnt5a/Adam17/Stat1/Hmox1/Itga4/Lrg1	12	up
