	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0002237	BP	GO:0002237	response to molecule of bacterial origin	39/364	494/28928	0.078947368	6.274146906	13.34718238	7.41E-20	6.02E-18	3.60E-18	B2m/Il1b/Vim/Cebpb/S100a8/Ccl2/Pf4/Acod1/Ccr5/Fcgr2b/Ptgs2/Cxcl5/Abca1/Mrc1/Cxcl10/Tnfrsf1b/Lilrb4a/Sbno2/Gbp2/Cd14/Stat1/Lyn/Irf8/Ptafr/Sirpa/Epsti1/Ncf2/Litaf/Cd68/Gch1/Trem2/Irgm1/Il10ra/Gbp5/Cd84/Tlr2/Arid5a/Slpi/Jak2	39	up
GO:0002573	BP	GO:0002573	myeloid leukocyte differentiation	31/364	292/28928	0.106164384	8.437151889	14.4189879	1.12E-19	8.74E-18	5.23E-18	Il31ra/Fcer1g/Cd74/Csf1r/Cebpb/Itgam/Tyrobp/C1qc/Pirb/Ccl9/Ifi207/Lilrb4a/Sbno2/Ccr1/Hcls1/Cd300lf/Runx1/Inpp5d/Mafb/Lyn/Mndal/Epsti1/Jun/Clec2d/Ikzf1/Trem2/Evi2/Rbp1/Nrros/Tlr2/Ifi203	31	up
GO:0022409	BP	GO:0022409	positive regulation of cell-cell adhesion	33/364	340/28928	0.097058824	7.713510019	14.05691733	1.14E-19	8.74E-18	5.23E-18	B2m/Il1b/Cd74/H2-Ab1/Ccr2/Coro1a/Itga6/Ptprc/H2-Aa/H2-Eb1/Ccl2/Itgb2/Ccr5/Lgals1/Cd44/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Vav1/Ptafr/Sirpa/Emilin2/Nckap1l/Icam1/Irgm1/Vcam1/Syk/Jak2/Ccdc88b	33	up
GO:0071222	BP	GO:0071222	cellular response to lipopolysaccharide	33/364	340/28928	0.097058824	7.713510019	14.05691733	1.14E-19	8.74E-18	5.23E-18	B2m/Il1b/Vim/Cebpb/Ccl2/Pf4/Acod1/Ccr5/Ptgs2/Cxcl5/Abca1/Mrc1/Cxcl10/Tnfrsf1b/Lilrb4a/Sbno2/Gbp2/Cd14/Stat1/Lyn/Irf8/Ptafr/Sirpa/Epsti1/Litaf/Cd68/Gch1/Trem2/Irgm1/Gbp5/Cd84/Arid5a/Jak2	33	up
GO:1903037	BP	GO:1903037	regulation of leukocyte cell-cell adhesion	35/364	393/28928	0.089058524	7.077706009	13.69430205	1.38E-19	1.04E-17	6.21E-18	B2m/Il1b/Cd74/Laptm5/H2-Ab1/Ccr2/Coro1a/Cebpb/Arg1/Ptprc/H2-Aa/H2-Eb1/Ccl2/Pf4/Itgb2/Lgals1/Cd44/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Vav1/Ptafr/Sirpa/Nckap1l/Icam1/Irgm1/Vcam1/Syk/Ptpn6/Jak2/Ccdc88b	35	up
GO:0032760	BP	GO:0032760	positive regulation of tumor necrosis factor production	22/364	121/28928	0.181818182	14.44955045	16.73571666	2.07E-19	1.52E-17	9.10E-18	Clu/Fcer1g/Cybb/Ccr2/Csf1r/Fcgr3/Ptprc/Tyrobp/Ccl2/Thbs1/Ccr5/Fcgr2b/Cyba/Ifngr1/Cd14/Ptafr/Cd84/Tlr2/Arid5a/Syk/Ptprj/Jak2	22	up
GO:0032675	BP	GO:0032675	regulation of interleukin-6 production	25/364	173/28928	0.144508671	11.48446929	15.61369512	2.36E-19	1.70E-17	1.02E-17	Il1b/Fcer1g/Cd74/Laptm5/Cebpb/Tyrobp/Ccr5/Cyba/Lilrb4a/Aif1/Inpp5d/Unc93b1/Cd300ld/Arrb2/Ptafr/Sirpa/Nckap1l/Trem2/Cd84/Tlr2/Prg4/Arid5a/Syk/Ptpn6/Pou2f2	25	up
GO:1903557	BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	22/364	123/28928	0.178861789	14.21459841	16.57927224	3.00E-19	2.13E-17	1.27E-17	Clu/Fcer1g/Cybb/Ccr2/Csf1r/Fcgr3/Ptprc/Tyrobp/Ccl2/Thbs1/Ccr5/Fcgr2b/Cyba/Ifngr1/Cd14/Ptafr/Cd84/Tlr2/Arid5a/Syk/Ptprj/Jak2	22	up
GO:0002833	BP	GO:0002833	positive regulation of response to biotic stimulus	36/364	434/28928	0.082949309	6.592191219	13.25082888	4.22E-19	2.94E-17	1.76E-17	Cd74/Mmp12/S100a8/Zbp1/Arg1/Grn/Tyrobp/Acod1/Cyba/Ifi204/Irf7/Irf1/Ifi207/Rsad2/Gbp2/Cd14/Cd300lf/Unc93b1/Vav1/S100a9/Arrb2/Lyn/Mndal/Emilin2/Ddx60/Ifi211/Clec4n/Trem2/Gbp7/Irgm1/Pik3ap1/Gbp5/Tlr2/Syk/Trex1/Ifi203	36	up
GO:1903039	BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	30/364	285/28928	0.105263158	8.365529208	14.10619918	5.65E-19	3.87E-17	2.31E-17	B2m/Il1b/Cd74/H2-Ab1/Ccr2/Coro1a/Ptprc/H2-Aa/H2-Eb1/Ccl2/Itgb2/Lgals1/Cd44/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Vav1/Ptafr/Sirpa/Nckap1l/Icam1/Irgm1/Vcam1/Syk/Jak2/Ccdc88b	30	up
GO:0042742	BP	GO:0042742	defense response to bacterium	35/364	413/28928	0.084745763	6.734959955	13.25139516	6.79E-19	4.57E-17	2.73E-17	Lyz2/H2-K1/B2m/Il1b/Isg15/Fcer1g/Mpeg1/Cebpb/Grn/Hp/Clec4d/Wfdc2/Cyba/Cxcl5/Iigp1/Stab1/Fcgr1/Wfdc17/Fgr/Bcl3/Gbp2/Irf8/Rnf213/Ncf1/Emilin2/Myo1f/Trem2/Gbp7/Irgm1/Gbp5/Tlr2/Syk/Hck/Slc9a9/Slpi	35	up
GO:1990266	BP	GO:1990266	neutrophil migration	22/364	128/28928	0.171875	13.65934066	16.20364445	7.40E-19	4.89E-17	2.93E-17	Camk1d/Il1b/Fcer1g/Cd74/Spp1/Fcgr3/S100a8/Itgam/Csf3r/Ccl2/Pf4/Itgb2/Cxcl5/Cxcl10/C3ar1/Vav1/S100a9/Nckap1l/Myo1f/Tlr2/Prex1/Syk	22	up
GO:0032635	BP	GO:0032635	interleukin-6 production	25/364	182/28928	0.137362637	10.91655597	15.14958473	8.31E-19	5.40E-17	3.23E-17	Il1b/Fcer1g/Cd74/Laptm5/Cebpb/Tyrobp/Ccr5/Cyba/Lilrb4a/Aif1/Inpp5d/Unc93b1/Cd300ld/Arrb2/Ptafr/Sirpa/Nckap1l/Trem2/Cd84/Tlr2/Prg4/Arid5a/Syk/Ptpn6/Pou2f2	25	up
GO:0030098	BP	GO:0030098	lymphocyte differentiation	37/364	472/28928	0.078389831	6.229837959	12.93198474	8.75E-19	5.60E-17	3.35E-17	B2m/Il1b/Ctsl/Fcer1g/Cd74/Laptm5/Ccr2/Ptprc/H2-Aa/Pf4/Clec4d/Psap/Mmp14/Lgals1/Cd44/Irf1/Lilrb4a/Bcl3/Rsad2/Il4ra/Vsir/Runx1/Inpp5d/Dock2/Vav1/Mafb/Irf8/Nckap1l/Ikzf1/Prex1/Dock10/Syk/Plcl2/Ptprj/Ptpn6/Itm2a/Pou2f2	37	up
GO:0042098	BP	GO:0042098	T cell proliferation	28/364	246/28928	0.113821138	9.045653533	14.30596117	1.08E-18	6.80E-17	4.07E-17	Il1b/Laptm5/Ccr2/Coro1a/Cebpb/Arg1/Msn/Ptprc/Itgam/H2-Aa/Slfn2/Itgb2/Tnfrsf1b/Cd44/Irf1/Lilrb4a/Aif1/Vsir/H2-DMb1/Dock2/Nckap1l/Psmb10/Irgm1/Vcam1/Syk/Ptpn6/Jak2/Ccdc88b	28	up
GO:0032496	BP	GO:0032496	response to lipopolysaccharide	37/364	476/28928	0.077731092	6.177486379	12.85757063	1.16E-18	7.17E-17	4.29E-17	B2m/Il1b/Vim/Cebpb/S100a8/Ccl2/Pf4/Acod1/Ccr5/Ptgs2/Cxcl5/Abca1/Mrc1/Cxcl10/Tnfrsf1b/Lilrb4a/Sbno2/Gbp2/Cd14/Stat1/Lyn/Irf8/Ptafr/Sirpa/Epsti1/Ncf2/Litaf/Cd68/Gch1/Trem2/Irgm1/Il10ra/Gbp5/Cd84/Arid5a/Slpi/Jak2	37	up
GO:0030593	BP	GO:0030593	neutrophil chemotaxis	20/364	100/28928	0.2	15.89450549	16.84269987	1.26E-18	7.68E-17	4.60E-17	Camk1d/Il1b/Fcer1g/Cd74/Spp1/Fcgr3/S100a8/Itgam/Csf3r/Ccl2/Pf4/Itgb2/Cxcl5/Cxcl10/C3ar1/Vav1/S100a9/Nckap1l/Prex1/Syk	20	up
GO:0042116	BP	GO:0042116	macrophage activation	21/364	116/28928	0.181034483	14.3872679	16.30899214	1.52E-18	9.11E-17	5.45E-17	Clu/Csf1r/Ctsc/Grn/Itgam/C1qa/Tyrobp/Thbs1/Ifngr1/Aif1/Sbno2/Il4ra/Epsti1/Jun/Trem2/Irgm1/Cd84/Tlr2/Syk/Trex1/Jak2	21	up
GO:0050863	BP	GO:0050863	regulation of T cell activation	34/364	397/28928	0.085642317	6.806211421	13.14990089	1.59E-18	9.38E-17	5.61E-17	B2m/Il1b/Cd74/Laptm5/H2-Ab1/Ccr2/Coro1a/Cebpb/Arg1/Ptprc/H2-Aa/H2-Eb1/Ccl2/Pf4/Lgals1/Tnfrsf1b/Cd44/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Vav1/Sirpa/Nckap1l/Irgm1/Vcam1/Syk/Trex1/Ptpn6/Jak2/Ccdc88b	34	up
GO:1902105	BP	GO:1902105	regulation of leukocyte differentiation	33/364	372/28928	0.088709677	7.049982276	13.2577481	1.79E-18	1.04E-16	6.23E-17	Cd74/Ccr2/Csf1r/Cebpb/Ptprc/Itgam/H2-Aa/Tyrobp/C1qc/Pf4/Ccl9/Mmp14/Lgals1/Cd44/Irf1/Lilrb4a/Il4ra/Vsir/Ccr1/Hcls1/Runx1/Inpp5d/Mafb/Lyn/Nckap1l/Jun/Clec2d/Ikzf1/Trem2/Evi2/Rbp1/Syk/Ptpn6	33	up
GO:0006959	BP	GO:0006959	humoral immune response	31/364	327/28928	0.094801223	7.534092818	13.41409705	3.02E-18	1.73E-16	1.04E-16	B2m/Il1b/Ccl6/Ccr2/C1qb/Cfb/Ptprc/C1qa/Ccl2/C1qc/Pf4/Ccl9/Wfdc2/Acod1/Fcgr2b/Cxcl5/Cxcl10/Cfp/Wfdc17/Bcl3/C3/Cxcl14/Ccl8/Ccl7/C1s1/S100a9/Masp1/Trem2/C1ra/Ptpn6/Slpi	31	up
GO:0045637	BP	GO:0045637	regulation of myeloid cell differentiation	27/364	236/28928	0.11440678	9.09219594	14.09077427	4.00E-18	2.26E-16	1.35E-16	B2m/Isg15/Cd74/Csf1r/Lox/Cebpb/Itgam/Tyrobp/Csf3r/C1qc/Pf4/Ccl9/Lilrb4a/Ccr1/Hcls1/Runx1/Stat1/Inpp5d/Mafb/Lyn/Nckap1l/Jun/Clec2d/Ikzf1/Trem2/Evi2/Rbp1	27	up
GO:0002504	BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	13/364	28/28928	0.464285714	36.89795918	21.45323209	5.06E-18	2.82E-16	1.69E-16	B2m/Ctss/Fcer1g/Cd74/H2-Ab1/Lgmn/H2-Aa/H2-Eb1/Thbs1/Fcgr2b/H2-DMb1/Unc93b1/Trem2	13	up
GO:0035458	BP	GO:0035458	cellular response to interferon-beta	17/364	68/28928	0.25	19.86813187	17.58442101	8.59E-18	4.72E-16	2.82E-16	Ifit1/Acod1/Iigp1/Ifi204/Irf1/Ifi207/Gbp2/Stat1/Mndal/Ifi211/Gbp7/Irgm1/Ifit3/Ifi47/Gm12185/Trex1/Ifi203	17	up
GO:0031348	BP	GO:0031348	negative regulation of defense response	29/364	292/28928	0.099315068	7.892819509	13.36364815	1.09E-17	5.90E-16	3.53E-16	Isg15/Mmp12/Arg1/Grn/Socs3/Samhd1/Pf4/Acod1/Fcgr2b/Tnfrsf1b/Cd44/Ifi207/Ccr1/Parp14/Aoah/Tap1/Arrb2/Sirpa/Mndal/Clec2d/Trem2/Irgm1/Il10ra/Htra1/Trex1/Ptpn6/Ifi203/Stat2/Usp18	29	up
GO:0001818	BP	GO:0001818	negative regulation of cytokine production	30/364	318/28928	0.094339623	7.497408252	13.15187475	1.23E-17	6.59E-16	3.94E-16	Apod/Laptm5/Arg1/Ptprc/Srgn/Tyrobp/Acod1/Thbs1/Fcgr2b/Bst2/Lilrb4a/Bcl3/Clec4a2/Vsir/Inpp5d/Arrb2/Sirpa/Clec4a3/Nckap1l/Trem2/Gbp7/Irgm1/Nav3/Cd84/Tlr2/Prg4/Ptpn6/Cmklr1/Errfi1/Il1r2	30	up
GO:0002822	BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	27/364	247/28928	0.109311741	8.687280331	13.69673105	1.30E-17	6.83E-16	4.09E-16	H2-K1/B2m/Il1b/H2-D1/Fcer1g/Ccr2/Fcgr3/Arg1/Ptprc/Pf4/Fcgr2b/Lgals1/Fcgr1/Tnfrsf1b/Irf1/Lilrb4a/H2-Q7/Rsad2/Il4ra/C3/Vsir/Nckap1l/Clec4n/Trem2/Arid5a/Ptpn6/Jak2	27	up
GO:0002768	BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	30/364	320/28928	0.09375	7.450549451	13.09847776	1.47E-17	7.64E-16	4.57E-16	Fcer1g/Laptm5/Fcgr3/Ptprc/Itgam/Tyrobp/Clec4d/Acod1/Cyba/Fcgr1/Lilrb4a/C3ar1/C3/Cd14/Vav1/Lyn/Cd38/Themis2/Nckap1l/Clec4n/Trem2/Pik3ap1/Lcp2/Tlr2/Syk/Plcl2/Cmtm3/Ptprj/Ptpn6/Cmklr1	30	up
GO:0051251	BP	GO:0051251	positive regulation of lymphocyte activation	31/364	346/28928	0.089595376	7.120370959	12.92892348	1.52E-17	7.82E-16	4.68E-16	B2m/Il1b/Cd74/H2-Ab1/Ccr2/Csf1r/Coro1a/Ptprc/H2-Aa/H2-Eb1/Tyrobp/Ccl2/Mmp14/Lgals1/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Inpp5d/Vav1/Cd38/Sirpa/Nckap1l/Irgm1/Vcam1/Syk/Jak2/Ccdc88b	31	up
GO:0002218	BP	GO:0002218	activation of innate immune response	30/364	324/28928	0.092592593	7.358567359	12.99305492	2.07E-17	1.05E-15	6.29E-16	S100a8/Zbp1/Tyrobp/Acod1/Cyba/Ifi204/Irf7/Irf1/Ifi207/Rsad2/Gbp2/Cd14/Cd300lf/Unc93b1/S100a9/Arrb2/Lyn/Mndal/Ddx60/Ifi211/Clec4n/Trem2/Gbp7/Irgm1/Pik3ap1/Gbp5/Tlr2/Syk/Trex1/Ifi203	30	up
GO:0045089	BP	GO:0045089	positive regulation of innate immune response	33/364	404/28928	0.081683168	6.491567838	12.54800546	2.14E-17	1.07E-15	6.40E-16	Cd74/Mmp12/S100a8/Zbp1/Tyrobp/Acod1/Cyba/Ifi204/Irf7/Irf1/Ifi207/Rsad2/Gbp2/Cd14/Cd300lf/Unc93b1/Vav1/S100a9/Arrb2/Lyn/Mndal/Ddx60/Ifi211/Clec4n/Trem2/Gbp7/Irgm1/Pik3ap1/Gbp5/Tlr2/Syk/Trex1/Ifi203	33	up
GO:0071346	BP	GO:0071346	cellular response to type II interferon	20/364	118/28928	0.169491525	13.46991991	15.32236897	3.91E-17	1.93E-15	1.16E-15	Vim/Arg1/Ccl2/Acod1/Mrc1/Ifngr1/Irf1/Aif1/H2-Q7/Gbp2/Parp14/Stat1/Irf8/Sirpa/Epsti1/Gbp7/Irgm1/Gbp5/Tlr2/Jak2	20	up
GO:0071675	BP	GO:0071675	regulation of mononuclear cell migration	22/364	154/28928	0.142857143	11.35321821	14.5421455	4.52E-17	2.20E-15	1.32E-15	Apod/Ccr2/Lgmn/Csf1r/Coro1a/Msn/Ccl2/Thbs1/Mmp14/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Lyn/Trem2/Ecm1/P2rx4/Pla2g7/Ptprj/Cmklr1	22	up
GO:0050729	BP	GO:0050729	positive regulation of inflammatory response	22/364	155/28928	0.141935484	11.27997164	14.48631986	5.21E-17	2.51E-15	1.50E-15	Ctss/Il1b/Fcer1g/Ccr2/Csf1r/Fcgr3/Cebpb/S100a8/Zbp1/Ctsc/Grn/Ccr5/Ptgs2/Alox5ap/Lgals1/Fcgr1/C3/Gbp2/S100a9/Trem2/Gbp5/Tlr2	22	up
GO:0150076	BP	GO:0150076	neuroinflammatory response	18/364	91/28928	0.197802198	15.7198406	15.87602017	8.43E-17	4.01E-15	2.40E-15	Clu/Il1b/Csf1r/Ctsc/Grn/Itgam/C1qa/Tyrobp/Zeb2/Ptgs2/Ifngr1/Tnfrsf1b/Aif1/Lyn/Jun/Trem2/Tlr2/Jak2	18	up
GO:0050764	BP	GO:0050764	regulation of phagocytosis	20/364	123/28928	0.162601626	12.92236219	14.95800949	9.12E-17	4.29E-15	2.57E-15	Camk1d/Fcer1g/Fcgr3/Ptprc/Ccl2/Fcgr2b/Cyba/Fcgr1/Cfp/Fgr/C3/Cd300lf/Dock2/Sirpa/Nckap1l/Trem2/Tlr2/Syk/Hck/Ptprj	20	up
GO:0002495	BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	12/364	26/28928	0.461538462	36.67962806	20.54640865	1.08E-16	5.03E-15	3.01E-15	B2m/Ctss/Fcer1g/Cd74/H2-Ab1/Lgmn/H2-Aa/H2-Eb1/Fcgr2b/H2-DMb1/Unc93b1/Trem2	12	up
GO:0050866	BP	GO:0050866	negative regulation of cell activation	25/364	224/28928	0.111607143	8.869701727	13.34762351	1.30E-16	5.95E-15	3.56E-15	Cd74/Laptm5/Cebpb/Arg1/Grn/H2-Aa/Tyrobp/Pf4/Fcgr2b/Lgals1/Cd44/Irf1/Fgr/Lilrb4a/Il4ra/Vsir/Cd300lf/Runx1/Inpp5d/Lyn/Lst1/Trem2/Cd84/Ptpn6/Samsn1	25	up
GO:0002695	BP	GO:0002695	negative regulation of leukocyte activation	24/364	204/28928	0.117647059	9.349709114	13.51004663	1.59E-16	7.19E-15	4.30E-15	Cd74/Laptm5/Cebpb/Arg1/Grn/H2-Aa/Tyrobp/Pf4/Fcgr2b/Lgals1/Cd44/Irf1/Fgr/Lilrb4a/Il4ra/Vsir/Cd300lf/Runx1/Inpp5d/Lyn/Lst1/Cd84/Ptpn6/Samsn1	24	up
GO:0002275	BP	GO:0002275	myeloid cell activation involved in immune response	19/364	114/28928	0.166666667	13.24542125	14.7882661	3.36E-16	1.51E-14	9.02E-15	Fcer1g/Ccr2/Grn/Itgam/Tyrobp/Itgb2/Fgr/Lilrb4a/Sbno2/Il4ra/Dock2/Lyn/Ptafr/Myo1f/Trem2/Cd84/Syk/Trex1/Ptpn6	19	up
GO:0050921	BP	GO:0050921	positive regulation of chemotaxis	22/364	169/28928	0.130177515	10.34553612	13.75477719	3.41E-16	1.51E-14	9.04E-15	Camk1d/Il1b/Cd74/Ccr2/Lgmn/Csf1r/Ccl2/Thbs1/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Nckap1l/Trem2/P2rx4/Pla2g7/Ptprj/Smoc2/Ntf3/Cmklr1	22	up
GO:0050870	BP	GO:0050870	positive regulation of T cell activation	26/364	259/28928	0.1003861	7.977937121	12.73396168	4.27E-16	1.87E-14	1.12E-14	B2m/Il1b/Cd74/H2-Ab1/Ccr2/Coro1a/Ptprc/H2-Aa/H2-Eb1/Ccl2/Lgals1/Irf1/Lilrb4a/Aif1/Il4ra/Vsir/H2-DMb1/Runx1/Vav1/Sirpa/Nckap1l/Irgm1/Vcam1/Syk/Jak2/Ccdc88b	26	up
GO:0019886	BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	11/364	22/28928	0.5	39.73626374	20.51766562	6.71E-16	2.91E-14	1.74E-14	B2m/Ctss/Fcer1g/Cd74/H2-Ab1/Lgmn/H2-Aa/H2-Eb1/Fcgr2b/H2-DMb1/Unc93b1	11	up
GO:0032102	BP	GO:0032102	negative regulation of response to external stimulus	32/364	426/28928	0.075117371	5.969767322	11.66530411	7.37E-16	3.16E-14	1.89E-14	Isg15/Mmp12/Arg1/Grn/Socs3/Samhd1/Pf4/Acod1/Thbs1/Fcgr2b/Tnfrsf1b/Cd44/Ifi207/Aif1/Ccr1/Parp14/Aoah/Tap1/Arrb2/Sirpa/Mndal/Clec2d/Trem2/Irgm1/Il10ra/Htra1/Trex1/Ptpn6/Ifi203/Stat2/Usp18/Rin3	32	up
GO:0061900	BP	GO:0061900	glial cell activation	15/364	61/28928	0.245901639	19.54242479	16.36528206	9.83E-16	4.17E-14	2.49E-14	Clu/Il1b/Csf1r/Ctsc/Grn/Itgam/C1qa/Tyrobp/Zeb2/Ifngr1/Aif1/Jun/Trem2/Tlr2/Jak2	15	up
GO:0002886	BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	16/364	75/28928	0.213333333	16.95413919	15.61713621	1.24E-15	5.20E-14	3.11E-14	Fcer1g/Ccr2/Fcgr3/Arg1/Itgam/Tyrobp/Itgb2/Cxcl5/Fcgr1/Fgr/Il4ra/C3/Lyn/Ptafr/Cd84/Syk	16	up
GO:0042113	BP	GO:0042113	B cell activation	28/364	323/28928	0.086687307	6.889259347	12.01527852	1.37E-15	5.68E-14	3.40E-14	Cd74/Laptm5/Cfb/Ptprc/Tyrobp/Fcgr2b/Mmp14/Lgals1/Lilrb4a/Skap2/Bcl3/C3/Inpp5d/Lyn/Cd38/Irf8/Themis2/Pik3cd/Nckap1l/Ikzf1/Dock10/Syk/Plcl2/Ptprj/Ptpn6/Itm2a/Pou2f2/Samsn1	28	up
GO:0002706	BP	GO:0002706	regulation of lymphocyte mediated immunity	25/364	248/28928	0.100806452	8.011343495	12.51786861	1.44E-15	5.90E-14	3.53E-14	H2-K1/B2m/Il1b/H2-D1/Fcer1g/Ccr2/Fcgr3/Arg1/Ptprc/Fcgr2b/Fcgr1/Tnfrsf1b/Lilrb4a/H2-Q7/Rsad2/C3/Vsir/Vav1/Tap1/Arrb2/Nckap1l/Clec2d/Trem2/Arid5a/Ptpn6	25	up
GO:0071677	BP	GO:0071677	positive regulation of mononuclear cell migration	18/364	106/28928	0.169811321	13.49533485	14.54895003	1.45E-15	5.90E-14	3.53E-14	Ccr2/Lgmn/Csf1r/Coro1a/Ccl2/Thbs1/Mmp14/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Trem2/P2rx4/Pla2g7/Ptprj/Cmklr1	18	up
GO:0045807	BP	GO:0045807	positive regulation of endocytosis	23/364	203/28928	0.113300493	9.004276512	12.91912085	1.58E-15	6.35E-14	3.80E-14	Clu/B2m/Camk1d/Fcer1g/Fcgr3/Ptprc/Ccl2/Fcgr2b/Cyba/Fcgr1/Cfp/C3/Cd14/Cd300lf/Dock2/Dab2/Arrb2/Sirpa/Nckap1l/Trem2/Syk/Ptprj/Ntf3	23	up
GO:0018108	BP	GO:0018108	peptidyl-tyrosine phosphorylation	27/364	299/28928	0.090301003	7.176448969	12.11892896	1.63E-15	6.48E-14	3.88E-14	Il31ra/Cd74/Csf1r/Ptprc/Socs3/Itgb2/Cd44/Irf1/Fgr/Lilrb4a/Hcls1/Parp14/Arrb2/Lyn/Clec4n/Trem2/Icam1/Efna5/Sema4d/Syk/Hck/Ptprj/Ptpn6/Ntf3/Errfi1/Samsn1/Jak2	27	up
GO:0002688	BP	GO:0002688	regulation of leukocyte chemotaxis	20/364	143/28928	0.13986014	11.11503881	13.68816818	1.88E-15	7.40E-14	4.43E-14	Camk1d/Il1b/Cd74/Ccr2/Lgmn/Csf1r/Ccl2/Thbs1/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Lyn/Nckap1l/Pla2g7/Ptprj/Cmklr1/Rin3	20	up
GO:0071674	BP	GO:0071674	mononuclear cell migration	24/364	228/28928	0.105263158	8.365529208	12.60443284	2.03E-15	7.92E-14	4.74E-14	Apod/Ccr2/Lgmn/Csf1r/Coro1a/Msn/Ccl2/Thbs1/Mmp14/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Lyn/Sirpa/Trem2/Icam1/Ecm1/P2rx4/Pla2g7/Ptprj/Cmklr1	24	up
GO:0018212	BP	GO:0018212	peptidyl-tyrosine modification	27/364	303/28928	0.089108911	7.081710369	12.0134343	2.26E-15	8.74E-14	5.23E-14	Il31ra/Cd74/Csf1r/Ptprc/Socs3/Itgb2/Cd44/Irf1/Fgr/Lilrb4a/Hcls1/Parp14/Arrb2/Lyn/Clec4n/Trem2/Icam1/Efna5/Sema4d/Syk/Hck/Ptprj/Ptpn6/Ntf3/Errfi1/Samsn1/Jak2	27	up
GO:0001909	BP	GO:0001909	leukocyte mediated cytotoxicity	22/364	187/28928	0.117647059	9.349709114	12.93105888	2.97E-15	1.14E-13	6.79E-14	H2-K1/B2m/H2-D1/Coro1a/Fcgr3/Arg1/Ctsc/Ptprc/Itgam/Tyrobp/Ccl2/Fcgr2b/Cxcl5/Fcgr1/H2-Q7/Vav1/Tap1/Arrb2/Ncf1/Nckap1l/Clec2d/Ptpn6	22	up
GO:0140888	BP	GO:0140888	interferon-mediated signaling pathway	18/364	111/28928	0.162162162	12.88743689	14.16505313	3.38E-15	1.28E-13	7.66E-14	Isg15/Mmp12/Zbp1/Arg1/Samhd1/Ifitm3/Ifitm1/Ifngr1/Irf7/Irf1/Oasl2/Parp14/Stat1/Irgm1/Trex1/Stat2/Usp18/Jak2	18	up
GO:0002444	BP	GO:0002444	myeloid leukocyte mediated immunity	19/364	129/28928	0.147286822	11.70525598	13.7561241	3.60E-15	1.35E-13	8.09E-14	Fcer1g/Ccr2/Fcgr3/Arg1/Itgam/Tyrobp/Itgb2/Fcgr2b/Cxcl5/Fcgr1/Fgr/Il4ra/C3/Lyn/Ncf1/Ptafr/Myo1f/Cd84/Syk	19	up
GO:0050920	BP	GO:0050920	regulation of chemotaxis	24/364	235/28928	0.10212766	8.116343231	12.36504542	4.03E-15	1.50E-13	8.95E-14	Camk1d/Il1b/Cd74/Ccr2/Lgmn/Csf1r/Ccl2/Thbs1/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Lyn/Nckap1l/Trem2/P2rx4/Pla2g7/Ptprj/Smoc2/Ntf3/Cmklr1/Rin3	24	up
GO:0002832	BP	GO:0002832	negative regulation of response to biotic stimulus	20/364	149/28928	0.134228188	10.66745335	13.35550294	4.23E-15	1.56E-13	9.32E-14	Isg15/Mmp12/Arg1/Grn/Samhd1/Acod1/Ifi207/Ccr1/Parp14/Tap1/Arrb2/Mndal/Clec2d/Irgm1/Htra1/Trex1/Ptpn6/Ifi203/Stat2/Usp18	20	up
GO:0002690	BP	GO:0002690	positive regulation of leukocyte chemotaxis	18/364	115/28928	0.156521739	12.43917821	13.87530007	6.44E-15	2.34E-13	1.40E-13	Camk1d/Il1b/Cd74/Ccr2/Lgmn/Csf1r/Ccl2/Thbs1/Cxcl10/Aif1/C3ar1/Ccr1/Cxcl14/Ccl7/Nckap1l/Pla2g7/Ptprj/Cmklr1	18	up
