	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Plekhm3	0.006840342	0.359401657	0.027	0.021	1	RIR	Plekhm3
Hcar2	0.00685477	0.363107668	0.011	0.008	1	RIR	Hcar2
B4galt1	0.006885229	0.24516211	0.056	0.047	1	RIR	B4galt1
Phf20l1	0.006909085	0.372071731	0.044	0.037	1	RIR	Phf20l1
Sltm	0.006933272	0.155194376	0.053	0.044	1	RIR	Sltm
Il1rn	0.006952268	0.481801589	0.026	0.02	1	RIR	Il1rn
Pdgfrl	0.006958278	-0.581309254	0.011	0.015	1	RIR	Pdgfrl
Crygf	0.006964111	-0.302152746	0.165	0.175	1	RIR	Crygf
Ccnd2	0.006969177	-0.231572723	0.108	0.12	1	RIR	Ccnd2
Mrpl58	0.007008205	-0.754944253	0.014	0.018	1	RIR	Mrpl58
Hnrnpu	0.007014752	0.126666601	0.18	0.165	1	RIR	Hnrnpu
Ost4	0.007125678	-0.231760617	0.045	0.052	1	RIR	Ost4
Asap2	0.007144397	0.203283584	0.031	0.024	1	RIR	Asap2
Vgll3	0.007154489	-0.765111681	0.012	0.017	1	RIR	Vgll3
Nxf1	0.007159778	0.294160934	0.019	0.014	1	RIR	Nxf1
Tef	0.007184784	-0.302944027	0.079	0.088	1	RIR	Tef
Crlf1	0.007198403	-0.392397494	0.068	0.076	1	RIR	Crlf1
Gna14	0.00720295	0.236870728	0.015	0.011	1	RIR	Gna14
Fbxo28	0.007235232	0.312913487	0.019	0.014	1	RIR	Fbxo28
Capn12	0.007237502	-0.591023145	0.008	0.011	1	RIR	Capn12
Rgs10	0.007245034	-0.473157488	0.042	0.049	1	RIR	Rgs10
Arnt	0.007285912	0.124002376	0.045	0.037	1	RIR	Arnt
Spidr	0.007301574	-0.289809917	0.056	0.064	1	RIR	Spidr
Psmb3	0.007318073	-0.235156155	0.041	0.048	1	RIR	Psmb3
Cep192	0.007339147	0.729011371	0.015	0.011	1	RIR	Cep192
Spon2	0.007343197	-0.725172765	0.014	0.018	1	RIR	Spon2
Ccng2	0.007358947	0.331274806	0.025	0.019	1	RIR	Ccng2
Slc22a23	0.007376357	-0.610961655	0.017	0.022	1	RIR	Slc22a23
Anapc15	0.007388252	-0.430584116	0.008	0.011	1	RIR	Anapc15
Dcaf5	0.007410983	0.136113764	0.028	0.022	1	RIR	Dcaf5
Gigyf1	0.007411881	0.657012629	0.014	0.009	1	RIR	Gigyf1
Abr	0.00741923	0.445202497	0.035	0.029	1	RIR	Abr
Dkk2	0.007420649	0.255267622	0.162	0.15	1	RIR	Dkk2
Ankrd28	0.007434396	0.211211001	0.035	0.028	1	RIR	Ankrd28
Sun1	0.007481441	0.109741446	0.05	0.042	1	RIR	Sun1
Btbd9	0.007504067	0.114753557	0.057	0.049	1	RIR	Btbd9
Gm11361	0.007519878	-0.40445904	0.024	0.03	1	RIR	Gm11361
Fam161a	0.007523005	-0.852269788	0.007	0.011	1	RIR	Fam161a
Mllt3	0.007536677	0.1237184	0.045	0.038	1	RIR	Mllt3
Slc25a39	0.007609733	-0.533429038	0.046	0.054	1	RIR	Slc25a39
Entpd7	0.007621319	0.34692039	0.01	0.007	1	RIR	Entpd7
Arhgap32	0.007665373	0.231474221	0.073	0.063	1	RIR	Arhgap32
Zfp654	0.007686134	0.243590553	0.022	0.017	1	RIR	Zfp654
Zfp407	0.007703377	0.270339503	0.031	0.024	1	RIR	Zfp407
2510009E07Rik	0.007707555	-0.455373619	0.048	0.056	1	RIR	2510009E07Rik
Rrbp1	0.00770974	0.150735259	0.121	0.109	1	RIR	Rrbp1
Mapk10	0.007726279	0.37985315	0.014	0.01	1	RIR	Mapk10
Apoc1	0.00778479	-0.394160714	0.029	0.035	1	RIR	Apoc1
Vamp3	0.007800695	0.265523438	0.046	0.039	1	RIR	Vamp3
Phactr2	0.007806477	0.149012343	0.042	0.035	1	RIR	Phactr2
Pik3c2a	0.007888644	0.213160372	0.028	0.023	1	RIR	Pik3c2a
2610035D17Rik	0.008018235	0.339334401	0.033	0.027	1	RIR	2610035D17Rik
Tram1	0.00805729	0.31861543	0.038	0.031	1	RIR	Tram1
Exph5	0.008087263	0.306530716	0.021	0.016	1	RIR	Exph5
Usp6nl	0.00808842	0.273259656	0.046	0.039	1	RIR	Usp6nl
Mcph1	0.00809935	0.271473461	0.01	0.006	1	RIR	Mcph1
Prr13	0.008108868	0.226121991	0.088	0.077	1	RIR	Prr13
Tmem65	0.008111932	0.114891076	0.037	0.03	1	RIR	Tmem65
Lpar1	0.008117148	-0.390390979	0.042	0.049	1	RIR	Lpar1
Pard3b	0.00815158	-0.567294671	0.045	0.052	1	RIR	Pard3b
Mapk6	0.008165336	0.346509719	0.036	0.029	1	RIR	Mapk6
Ppp1r9b	0.008196437	0.248099872	0.024	0.018	1	RIR	Ppp1r9b
Celsr1	0.008247644	0.14090499	0.035	0.028	1	RIR	Celsr1
Pik3r1	0.008251613	0.114215734	0.101	0.09	1	RIR	Pik3r1
Stk19	0.008274557	0.300535908	0.03	0.024	1	RIR	Stk19
Ndufa3	0.008286983	-0.226970246	0.067	0.076	1	RIR	Ndufa3
Akap9	0.00829552	0.107670984	0.061	0.052	1	RIR	Akap9
Rab32	0.008304946	0.139397728	0.016	0.012	1	RIR	Rab32
Dip2b	0.00836153	0.21678198	0.056	0.047	1	RIR	Dip2b
Wdr6	0.008369852	-0.43033555	0.023	0.029	1	RIR	Wdr6
Nsmce1	0.008379391	-0.675402063	0.011	0.015	1	RIR	Nsmce1
Agtpbp1	0.008386554	0.35570638	0.033	0.026	1	RIR	Agtpbp1
Sqle	0.00841774	-0.52942034	0.075	0.084	1	RIR	Sqle
Eya3	0.008426894	0.537671921	0.025	0.019	1	RIR	Eya3
Nectin1	0.008448057	-0.324180211	0.105	0.115	1	RIR	Nectin1
Sort1	0.008479324	-0.461372789	0.036	0.043	1	RIR	Sort1
Erh	0.008484371	-0.283937211	0.061	0.07	1	RIR	Erh
Anp32a	0.008504187	-0.317957974	0.104	0.114	1	RIR	Anp32a
Atf2	0.008529282	0.203344609	0.044	0.037	1	RIR	Atf2
Tnik	0.008537425	0.364789124	0.021	0.016	1	RIR	Tnik
Selenot	0.008563568	0.165756466	0.055	0.047	1	RIR	Selenot
Smc6	0.008572508	0.257538704	0.042	0.035	1	RIR	Smc6
Rab3d	0.008648044	-0.378393828	0.083	0.092	1	RIR	Rab3d
Fut8	0.008663147	0.281883283	0.028	0.022	1	RIR	Fut8
Tcea3	0.008672765	-0.450847955	0.008	0.011	1	RIR	Tcea3
Syne3	0.00871755	0.452419968	0.011	0.008	1	RIR	Syne3
B4galnt1	0.00881503	0.487720186	0.012	0.008	1	RIR	B4galnt1
Ddr2	0.008875511	0.191621972	0.046	0.038	1	RIR	Ddr2
Ergic1	0.008934331	-0.368609763	0.048	0.056	1	RIR	Ergic1
Rasa2	0.008944042	0.216634451	0.027	0.021	1	RIR	Rasa2
Fbxo34	0.009040147	0.421949986	0.032	0.025	1	RIR	Fbxo34
Fgf10	0.009065445	-0.524284282	0.023	0.028	1	RIR	Fgf10
Snx27	0.009086051	0.407252891	0.024	0.019	1	RIR	Snx27
Tubb6	0.009113079	0.561504718	0.017	0.012	1	RIR	Tubb6
Eda	0.009116449	0.274154299	0.031	0.025	1	RIR	Eda
Fgf1	0.00920538	-0.663461703	0.014	0.019	1	RIR	Fgf1
E2f4	0.009225306	0.502093628	0.019	0.015	1	RIR	E2f4
Myo1b	0.009300275	0.402899145	0.018	0.014	1	RIR	Myo1b
Glp2r	0.009377595	0.311989227	0.015	0.011	1	RIR	Glp2r
Prkca	0.009382759	0.236713599	0.073	0.064	1	RIR	Prkca
Arl6ip1	0.00939531	-0.279272332	0.099	0.108	1	RIR	Arl6ip1
Hmgn2	0.009396605	-0.3902133	0.037	0.043	1	RIR	Hmgn2
Mydgf	0.009403351	0.212097672	0.03	0.024	1	RIR	Mydgf
Morc3	0.009434753	0.181258843	0.028	0.022	1	RIR	Morc3
Trim34a	0.009454058	0.282795581	0.016	0.012	1	RIR	Trim34a
Ttc33	0.009501696	0.593488997	0.014	0.01	1	RIR	Ttc33
Padi2	0.009514209	0.598181546	0.015	0.011	1	RIR	Padi2
Nrip1	0.009522186	0.181634923	0.042	0.035	1	RIR	Nrip1
Cux1	0.009525941	0.15339698	0.095	0.084	1	RIR	Cux1
Ankk1	0.009545017	-0.400103924	0.01	0.013	1	RIR	Ankk1
Cryba2	0.009547728	-0.271912428	0.378	0.38	1	RIR	Cryba2
Catsperd	0.009589743	-0.289523229	0.029	0.036	1	RIR	Catsperd
Nmt1	0.009590643	0.246769106	0.044	0.037	1	RIR	Nmt1
Gspt1	0.009592876	0.17727733	0.036	0.029	1	RIR	Gspt1
Pld3	0.009634433	0.481567378	0.036	0.029	1	RIR	Pld3
Klf7	0.009639528	0.388959355	0.032	0.026	1	RIR	Klf7
Fkbp2	0.009652154	-0.358334123	0.06	0.068	1	RIR	Fkbp2
Bmt2	0.009667558	0.249747689	0.026	0.02	1	RIR	Bmt2
Dsg2	0.009685539	0.345460032	0.027	0.022	1	RIR	Dsg2
Tfe3	0.009780034	0.81274162	0.015	0.011	1	RIR	Tfe3
Srsf3	0.00978632	-0.236968915	0.108	0.117	1	RIR	Srsf3
Upp1	0.009798751	0.517626037	0.049	0.041	1	RIR	Upp1
Cdh11	0.009836152	0.158325845	0.055	0.047	1	RIR	Cdh11
Brms1l	0.009848026	0.21788265	0.011	0.007	1	RIR	Brms1l
Dap	0.009849987	0.139075909	0.091	0.08	1	RIR	Dap
Acox3	0.009857351	0.424831155	0.02	0.015	1	RIR	Acox3
Drg1	0.009890256	-0.239652698	0.03	0.036	1	RIR	Drg1
Afg3l2	0.009905564	0.214044077	0.02	0.015	1	RIR	Afg3l2
Timm13	0.009915323	-0.286207968	0.071	0.08	1	RIR	Timm13
Casp2	0.009923461	0.372550201	0.014	0.01	1	RIR	Casp2
Gm16136	0.009933681	-0.430208621	0.043	0.05	1	RIR	Gm16136
Mmp16	0.009938804	-0.876421627	0.008	0.012	1	RIR	Mmp16
Lrrc8a	0.009939078	0.92986448	0.012	0.008	1	RIR	Lrrc8a
Atp6v0a1	0.009969209	0.103515335	0.052	0.044	1	RIR	Atp6v0a1
Pdcl3	0.009980198	-0.461969742	0.034	0.04	1	RIR	Pdcl3
Ppp1r10	0.009990598	0.116355689	0.026	0.02	1	RIR	Ppp1r10
