	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Zfp949	0.0009308	0.443912915	0.091	0.065	1	RIR	Zfp949
Nid2	0.000935987	-0.798358645	0.045	0.065	1	RIR	Nid2
Irak3	0.000936197	0.505675439	0.014	0.004	1	RIR	Irak3
Palmd	0.000936201	-0.852405137	0.044	0.064	1	RIR	Palmd
Eif3d	0.000938676	0.291057529	0.075	0.051	1	RIR	Eif3d
Tpp2	0.000939422	1.020410998	0.026	0.012	1	RIR	Tpp2
Fgd3	0.000941437	2.847216401	0.011	0.002	1	RIR	Fgd3
Rpn2	0.00094437	0.257692525	0.091	0.065	1	RIR	Rpn2
Calml3	0.000948197	0.226378896	0.198	0.16	1	RIR	Calml3
Cryab	0.000948683	-0.96655357	0.349	0.364	1	RIR	Cryab
Hnrnpul1	0.000950094	0.563366382	0.039	0.022	1	RIR	Hnrnpul1
Six3	0.000953171	-0.755317414	0.043	0.063	1	RIR	Six3
Ptp4a1	0.000959245	0.581052667	0.061	0.04	1	RIR	Ptp4a1
Trip12	0.000959914	0.49640715	0.089	0.063	1	RIR	Trip12
Sag	0.00096267	0.5339339	0.174	0.139	1	RIR	Sag
Stk17b	0.000973471	1.349357337	0.019	0.007	1	RIR	Stk17b
Rax	0.000982058	-0.781973823	0.064	0.087	1	RIR	Rax
Acaa2	0.000994724	-0.650869525	0.039	0.057	1	RIR	Acaa2
Cbx7	0.000996303	-0.95513088	0.019	0.033	1	RIR	Cbx7
Fech	0.001003271	-0.693169737	0.02	0.035	1	RIR	Fech
Romo1	0.001004256	-0.87932126	0.139	0.168	1	RIR	Romo1
Fndc3b	0.001005804	0.694447486	0.062	0.041	1	RIR	Fndc3b
Ppp1r12a	0.00100741	0.421086791	0.097	0.069	1	RIR	Ppp1r12a
Snta1	0.001009282	-2.3469308	0.013	0.024	1	RIR	Snta1
Gltp	0.001012087	0.921641307	0.024	0.011	1	RIR	Gltp
Herc2	0.001016627	1.069435289	0.047	0.028	1	RIR	Herc2
Lrrc59	0.001020029	0.612515666	0.032	0.017	1	RIR	Lrrc59
2610037D02Rik	0.001020032	-1.114088395	0.028	0.044	1	RIR	2610037D02Rik
Ndufa3	0.00102216	-0.684577007	0.078	0.103	1	RIR	Ndufa3
Lsm12	0.001023011	0.994220036	0.019	0.008	1	RIR	Lsm12
Atp2a2	0.001028269	0.143213644	0.067	0.045	1	RIR	Atp2a2
Nav3	0.001038712	0.91042593	0.027	0.013	1	RIR	Nav3
Mcmbp	0.001046982	0.64969925	0.027	0.013	1	RIR	Mcmbp
Sfrp1	0.001051979	-0.696294219	0.07	0.093	1	RIR	Sfrp1
Trappc13	0.001053759	0.704757412	0.022	0.009	1	RIR	Trappc13
Brk1	0.001065503	0.434453391	0.069	0.047	1	RIR	Brk1
Olfm1	0.001066698	-0.952182673	0.035	0.053	1	RIR	Olfm1
Sdc4	0.001071824	0.251232306	0.108	0.08	1	RIR	Sdc4
Adamtsl3	0.001077648	3.295479186	0.012	0.003	1	RIR	Adamtsl3
Pde3b	0.001085483	1.66036264	0.012	0.003	1	RIR	Pde3b
Atp5b	0.001088488	-0.53074737	0.291	0.313	1	RIR	Atp5b
Nlgn1	0.001090859	-0.658972712	0.049	0.069	1	RIR	Nlgn1
Pkdcc	0.001106453	-0.873769665	0.016	0.028	1	RIR	Pkdcc
Psme1	0.00110952	0.262332419	0.054	0.034	1	RIR	Psme1
Top2a	0.001110559	2.210144015	0.014	0.004	1	RIR	Top2a
Morc3	0.001128045	1.81285638	0.028	0.014	1	RIR	Morc3
Gdi2	0.001129066	-0.114126372	0.111	0.082	1	RIR	Gdi2
Fat1	0.001129842	0.565523638	0.091	0.065	1	RIR	Fat1
Ttyh2	0.001132452	0.623362604	0.014	0.004	1	RIR	Ttyh2
Stat2	0.001134589	1.33030658	0.027	0.013	1	RIR	Stat2
Prg4	0.001135941	3.57263134	0.01	0.002	1	RIR	Prg4
Il2rg	0.001139399	3.178997248	0.01	0.002	1	RIR	Il2rg
Rps17	0.001140045	-0.118211596	0.293	0.246	1	RIR	Rps17
Ciita	0.001141233	3.410777365	0.01	0.002	1	RIR	Ciita
Emilin1	0.00114186	1.35082952	0.014	0.004	1	RIR	Emilin1
Blvra	0.001151332	1.452259009	0.018	0.006	1	RIR	Blvra
Far1	0.001154043	0.666550147	0.046	0.028	1	RIR	Far1
Fam32a	0.00115605	1.021783181	0.041	0.024	1	RIR	Fam32a
Hnrnpa0	0.001180447	0.164262609	0.129	0.097	1	RIR	Hnrnpa0
Ndufv3	0.00119465	-0.82860887	0.072	0.096	1	RIR	Ndufv3
Xiap	0.001201097	0.255554941	0.066	0.044	1	RIR	Xiap
Rnf149	0.001203676	0.584237238	0.018	0.007	1	RIR	Rnf149
Pnmal2	0.001210143	-1.340268661	0.043	0.062	1	RIR	Pnmal2
Ncoa4	0.001211367	1.143481451	0.029	0.015	1	RIR	Ncoa4
Ndn	0.001216347	-0.975504215	0.032	0.049	1	RIR	Ndn
Rragc	0.001221686	0.68610366	0.04	0.023	1	RIR	Rragc
Ddx60	0.001227817	0.949637675	0.022	0.009	1	RIR	Ddx60
Bnip2	0.001233131	0.277573	0.058	0.038	1	RIR	Bnip2
Scaf11	0.001246539	0.510139867	0.047	0.029	1	RIR	Scaf11
Ppt1	0.001248008	0.277028068	0.066	0.044	1	RIR	Ppt1
Igfbp6	0.001248597	-1.252408021	0.022	0.036	1	RIR	Igfbp6
Fam53c	0.001253084	1.706904608	0.025	0.012	1	RIR	Fam53c
Mknk1	0.001253137	0.719639434	0.021	0.009	1	RIR	Mknk1
Dram1	0.001273722	2.532293825	0.012	0.003	1	RIR	Dram1
Tma7	0.00129592	0.383216699	0.164	0.13	1	RIR	Tma7
Slc30a7	0.001336229	1.136743537	0.023	0.011	1	RIR	Slc30a7
Tm6sf1	0.001341856	-1.053658596	0.014	0.004	1	RIR	Tm6sf1
Abce1	0.001344107	0.602558258	0.034	0.019	1	RIR	Abce1
Fam181b	0.001346395	-2.039334245	0.006	0.014	1	RIR	Fam181b
Ube2q2	0.001351796	0.857329039	0.022	0.01	1	RIR	Ube2q2
Cebpa	0.001354559	2.424094353	0.019	0.008	1	RIR	Cebpa
Mtif2	0.001361557	0.69704384	0.022	0.01	1	RIR	Mtif2
Mir142hg	0.001368306	1.091930067	0.011	0.002	1	RIR	Mir142hg
Sorbs3	0.001371694	-1.214100929	0.013	0.024	1	RIR	Sorbs3
Gcnt1	0.001372192	3.5256306	0.01	0.002	1	RIR	Gcnt1
Krt14	0.001373179	0.556792996	0.031	0.016	1	RIR	Krt14
Rhog	0.001388919	0.457046566	0.02	0.008	1	RIR	Rhog
Chrnb1	0.001389445	0.73860562	0.022	0.009	1	RIR	Chrnb1
Enpp5	0.001395625	-0.529672408	0.08	0.105	1	RIR	Enpp5
Prelid3b	0.00140141	0.42524559	0.022	0.01	1	RIR	Prelid3b
Gm13483	0.001413747	1.40805426	0.015	0.005	1	RIR	Gm13483
Dpm3	0.001414978	-1.346977006	0.028	0.043	1	RIR	Dpm3
Adgrv1	0.001418964	-1.119578311	0.039	0.057	1	RIR	Adgrv1
Chp1	0.0014209	0.477709837	0.05	0.031	1	RIR	Chp1
Tmem176b	0.001422762	-0.311615535	0.14	0.107	1	RIR	Tmem176b
Raxos1	0.001425254	-3.489002291	0.004	0.011	1	RIR	Raxos1
Pi4k2a	0.001430932	1.479854169	0.027	0.013	1	RIR	Pi4k2a
Cnn2	0.001434389	0.454135531	0.073	0.05	1	RIR	Cnn2
Tnni2	0.001439972	0.943698839	0.059	0.039	1	RIR	Tnni2
Paqr9	0.001446722	-1.487213801	0.005	0.012	1	RIR	Paqr9
Map2k5	0.001450797	0.894065151	0.033	0.018	1	RIR	Map2k5
Yipf5	0.001459423	0.555175065	0.04	0.023	1	RIR	Yipf5
Rap1gap	0.001472023	-1.046467276	0.019	0.033	1	RIR	Rap1gap
Fxr1	0.001474722	1.18275969	0.047	0.029	1	RIR	Fxr1
Myo6	0.001488165	-0.928662964	0.05	0.07	1	RIR	Myo6
Gba	0.001488995	-0.153587027	0.028	0.014	1	RIR	Gba
Sec23ip	0.001498096	0.358286732	0.024	0.011	1	RIR	Sec23ip
Rora	0.001501026	-0.824534018	0.144	0.171	1	RIR	Rora
Ube2g2	0.001507946	1.170757416	0.023	0.011	1	RIR	Ube2g2
Stx16	0.001511561	0.807926748	0.032	0.017	1	RIR	Stx16
Fam111a	0.001513227	1.991419401	0.017	0.006	1	RIR	Fam111a
Gm48742	0.001521592	-1.823113064	0.009	0.019	1	RIR	Gm48742
Hacd4	0.001525171	-0.274967175	0.029	0.015	1	RIR	Hacd4
Snx10	0.001525902	0.751988688	0.029	0.015	1	RIR	Snx10
Scn1b	0.001549952	0.686705721	0.016	0.006	1	RIR	Scn1b
Rnasel	0.001552181	2.167438985	0.013	0.004	1	RIR	Rnasel
Atrnl1	0.001558629	-0.784716136	0.088	0.062	1	RIR	Atrnl1
Hdac11	0.001565742	-0.598272711	0.019	0.032	1	RIR	Hdac11
Cox6c	0.001571188	-0.526686981	0.315	0.337	1	RIR	Cox6c
Jam2	0.001578193	-1.657051513	0.016	0.028	1	RIR	Jam2
Clmp	0.001583977	-0.580839958	0.048	0.029	1	RIR	Clmp
Slc11a2	0.001584343	1.070697941	0.044	0.026	1	RIR	Slc11a2
5031439G07Rik	0.001585542	-0.169863305	0.042	0.025	1	RIR	5031439G07Rik
Acer3	0.00158687	0.784286326	0.029	0.015	1	RIR	Acer3
Arhgap31	0.001596438	0.351590286	0.036	0.02	1	RIR	Arhgap31
Epb41	0.001603983	-1.026789352	0.062	0.084	1	RIR	Epb41
Arhgap24	0.001617809	0.410108333	0.041	0.025	1	RIR	Arhgap24
Mid2	0.001647897	2.21801304	0.01	0.002	1	RIR	Mid2
Pcx	0.001660642	-1.436807977	0.01	0.021	1	RIR	Pcx
Rpl14	0.001669453	-0.134561192	0.258	0.213	1	RIR	Rpl14
9530026P05Rik	0.001709284	-0.838568106	0.041	0.059	1	RIR	9530026P05Rik
Sik3	0.001720072	0.689029315	0.05	0.032	1	RIR	Sik3
Tmem131	0.001722736	0.295888051	0.035	0.019	1	RIR	Tmem131
Sec11a	0.001727237	0.958466913	0.047	0.029	1	RIR	Sec11a
Whrn	0.001727331	-0.920199778	0.01	0.02	1	RIR	Whrn
Pdia4	0.001739044	1.454271188	0.03	0.016	1	RIR	Pdia4
Patl2	0.00174726	0.994450885	0.04	0.024	1	RIR	Patl2
Sh3kbp1	0.00174882	1.116495347	0.028	0.015	1	RIR	Sh3kbp1
Tbc1d20	0.001752949	1.013443329	0.022	0.01	1	RIR	Tbc1d20
Dnajc2	0.001777656	0.977642173	0.027	0.013	1	RIR	Dnajc2
Lrtm2	0.001779997	-0.690329805	0.011	0.022	1	RIR	Lrtm2
9130401M01Rik	0.001792739	1.32501903	0.016	0.006	1	RIR	9130401M01Rik
Rgl1	0.001796042	0.153175557	0.047	0.029	1	RIR	Rgl1
Rnh1	0.001799797	0.736560567	0.078	0.056	1	RIR	Rnh1
Tacr1	0.001811191	-0.817531262	0.024	0.038	1	RIR	Tacr1
Trpt1	0.001814467	-1.068383439	0.006	0.013	1	RIR	Trpt1
Pacs1	0.001824607	0.631753145	0.032	0.018	1	RIR	Pacs1
Ccnl2	0.001830337	-0.191406861	0.037	0.021	1	RIR	Ccnl2
Spag5	0.001837604	-0.853329749	0.013	0.024	1	RIR	Spag5
Sntb1	0.001843747	-0.695627009	0.066	0.088	1	RIR	Sntb1
Ndufc2	0.001844147	-0.865235962	0.087	0.111	1	RIR	Ndufc2
Smpdl3b	0.00187072	1.537052586	0.013	0.004	1	RIR	Smpdl3b
Arhgef1	0.001874818	-0.796767368	0.023	0.011	1	RIR	Arhgef1
Vps26a	0.001882306	-0.200001197	0.043	0.026	1	RIR	Vps26a
Apaf1	0.001884056	-0.477450701	0.016	0.006	1	RIR	Apaf1
Col16a1	0.001921414	-0.132731945	0.03	0.016	1	RIR	Col16a1
Col9a2	0.00193014	-1.351457496	0.022	0.035	1	RIR	Col9a2
Cbx1	0.001945319	0.203302932	0.05	0.032	1	RIR	Cbx1
Creb5	0.001947383	2.127135761	0.014	0.005	1	RIR	Creb5
Tacc1	0.001948691	0.334976902	0.047	0.029	1	RIR	Tacc1
Srsf6	0.00195177	0.536959124	0.054	0.035	1	RIR	Srsf6
Pcnx	0.001960354	0.767674603	0.043	0.026	1	RIR	Pcnx
Rab13	0.001965364	0.438276454	0.032	0.018	1	RIR	Rab13
Hnrnph2	0.001966623	0.541166046	0.046	0.028	1	RIR	Hnrnph2
Mcam	0.001970194	0.493465772	0.027	0.013	1	RIR	Mcam
Camk2d	0.0019726	0.346380246	0.064	0.043	1	RIR	Camk2d
Zfp516	0.001972882	0.709755461	0.035	0.02	1	RIR	Zfp516
Eif3f	0.00197308	0.36315816	0.109	0.082	1	RIR	Eif3f
Eya1	0.001977643	-1.178056416	0.022	0.035	1	RIR	Eya1
Apba2	0.001979753	-2.032854047	0.005	0.012	1	RIR	Apba2
Rnaseh2a	0.001980908	1.363674343	0.01	0.002	1	RIR	Rnaseh2a
Evl	0.002013657	0.665515369	0.027	0.013	1	RIR	Evl
Lfng	0.002017357	3.107482544	0.012	0.004	1	RIR	Lfng
1700025G04Rik	0.002038622	1.207163208	0.023	0.011	1	RIR	1700025G04Rik
Sema4d	0.002039438	0.240948263	0.029	0.015	1	RIR	Sema4d
Erh	0.00204632	0.428561887	0.056	0.036	1	RIR	Erh
Selenow	0.002056973	-0.151540367	0.098	0.072	1	RIR	Selenow
Snx20	0.00206286	2.214518115	0.012	0.004	1	RIR	Snx20
Tpm2	0.002070898	0.296815014	0.109	0.082	1	RIR	Tpm2
Smim10l1	0.00207231	-0.742460419	0.051	0.07	1	RIR	Smim10l1
Lbp	0.002074168	0.810506319	0.015	0.005	1	RIR	Lbp
Frmd4b	0.00208468	0.457814228	0.048	0.03	1	RIR	Frmd4b
Morf4l1	0.002088308	0.107053818	0.174	0.139	1	RIR	Morf4l1
Dek	0.002100564	0.206698358	0.067	0.046	1	RIR	Dek
Jak2	0.002102802	1.03338701	0.034	0.019	1	RIR	Jak2
Csnk1a1	0.002103543	-0.127057147	0.101	0.075	1	RIR	Csnk1a1
Stat5a	0.002103604	1.834190875	0.012	0.004	1	RIR	Stat5a
Mapre1	0.00212676	-0.73548692	0.086	0.11	1	RIR	Mapre1
Brd7	0.002128541	0.308537448	0.037	0.022	1	RIR	Brd7
Bdh2	0.002137255	-1.099977603	0.032	0.048	1	RIR	Bdh2
Ppfibp1	0.002143883	0.221740903	0.046	0.029	1	RIR	Ppfibp1
Rer1	0.002145042	0.483499039	0.066	0.045	1	RIR	Rer1
Msrb2	0.002153734	-1.405503493	0.012	0.023	1	RIR	Msrb2
Cnn1	0.002158801	1.827911212	0.018	0.007	1	RIR	Cnn1
Ap2s1	0.002159028	0.386989262	0.064	0.043	1	RIR	Ap2s1
Tmem104	0.002160749	2.811175916	0.013	0.004	1	RIR	Tmem104
Cd48	0.002174693	2.983244783	0.011	0.003	1	RIR	Cd48
Il17ra	0.002181978	0.7248786	0.019	0.008	1	RIR	Il17ra
Prss22	0.002193334	1.792319228	0.018	0.007	1	RIR	Prss22
Galnt2	0.002210315	0.836808239	0.039	0.023	1	RIR	Galnt2
Cx3cl1	0.002228622	-0.148285439	0.022	0.01	1	RIR	Cx3cl1
Gtf2f1	0.002231167	1.303437261	0.026	0.013	1	RIR	Gtf2f1
Rgs6	0.00224712	-0.69436702	0.042	0.059	1	RIR	Rgs6
Jak1	0.002262973	0.185820426	0.053	0.035	1	RIR	Jak1
Psmc4	0.002269952	0.726405118	0.031	0.017	1	RIR	Psmc4
Cgnl1	0.002289708	-0.785718405	0.08	0.103	1	RIR	Cgnl1
Phf3	0.002306606	0.744623596	0.038	0.022	1	RIR	Phf3
Ptn	0.002314529	-0.936331034	0.219	0.243	1	RIR	Ptn
Psmg1	0.002324762	2.019705985	0.014	0.005	1	RIR	Psmg1
Hunk	0.002328208	-0.935233639	0.039	0.056	1	RIR	Hunk
Vipr2	0.002330385	-2.290363199	0.007	0.015	1	RIR	Vipr2
Ccdc141	0.002346642	-0.395062382	0.025	0.04	1	RIR	Ccdc141
Ptgs2	0.002351191	3.181734012	0.01	0.002	1	RIR	Ptgs2
Ndufc1	0.002353045	-0.435501245	0.117	0.143	1	RIR	Ndufc1
Pitx2	0.002361221	-0.51985909	0.038	0.022	1	RIR	Pitx2
Pstpip1	0.00237502	0.59252981	0.01	0.002	1	RIR	Pstpip1
Rimbp2	0.002378494	-1.118203879	0.007	0.016	1	RIR	Rimbp2
Nras	0.002380371	0.810941002	0.042	0.025	1	RIR	Nras
Insig1	0.002384831	-0.654020194	0.027	0.042	1	RIR	Insig1
Ppig	0.002388574	0.542320423	0.045	0.028	1	RIR	Ppig
Jcad	0.002396093	-1.315242349	0.024	0.038	1	RIR	Jcad
Washc2	0.002406462	0.86975009	0.032	0.018	1	RIR	Washc2
B3glct	0.002422805	-0.966521809	0.048	0.067	1	RIR	B3glct
Dock11	0.002439566	0.868829196	0.015	0.005	1	RIR	Dock11
Ext1	0.002453416	0.151860902	0.074	0.052	1	RIR	Ext1
Abi3	0.002455281	1.177338549	0.016	0.006	1	RIR	Abi3
Hs2st1	0.002465694	0.437062635	0.04	0.024	1	RIR	Hs2st1
Mycbp2	0.002485726	-0.258656865	0.068	0.047	1	RIR	Mycbp2
Des	0.002487804	0.572402542	0.059	0.039	1	RIR	Des
Eif3m	0.0024945	0.9142187	0.052	0.033	1	RIR	Eif3m
Pfn2	0.002496922	-1.106282517	0.053	0.072	1	RIR	Pfn2
Slc7a4	0.002504127	-0.651435233	0.017	0.029	1	RIR	Slc7a4
Gm13889	0.002533005	0.850260956	0.016	0.006	1	RIR	Gm13889
3300002I08Rik	0.002535748	1.176851736	0.016	0.006	1	RIR	3300002I08Rik
Smad4	0.002580301	0.747836148	0.038	0.023	1	RIR	Smad4
Nckap5	0.002583909	-1.050266838	0.043	0.06	1	RIR	Nckap5
Arfgef1	0.002596223	-0.104808086	0.055	0.036	1	RIR	Arfgef1
H6pd	0.002645779	0.610427743	0.027	0.014	1	RIR	H6pd
Camsap3	0.00264701	-2.389297579	0.004	0.011	1	RIR	Camsap3
Snx13	0.002654752	0.614816693	0.03	0.016	1	RIR	Snx13
Cited4	0.002658767	-1.881565891	0.004	0.011	1	RIR	Cited4
Pde5a	0.002659897	-0.777627498	0.06	0.08	1	RIR	Pde5a
Pdgfd	0.002660093	-0.91029503	0.025	0.039	1	RIR	Pdgfd
Bach1	0.002669315	1.001698692	0.022	0.011	1	RIR	Bach1
Ncapg2	0.002673658	2.544225101	0.011	0.003	1	RIR	Ncapg2
Nhs	0.002678956	-0.81261549	0.041	0.058	1	RIR	Nhs
Npc2	0.00268584	-0.273408521	0.159	0.126	1	RIR	Npc2
Flna	0.002694882	0.132039114	0.157	0.124	1	RIR	Flna
Gatm	0.002700947	2.598326927	0.014	0.005	1	RIR	Gatm
Ajuba	0.002708689	-2.283074616	0.009	0.018	1	RIR	Ajuba
Mlec	0.002757908	1.06204383	0.037	0.022	1	RIR	Mlec
Twf1	0.002758788	0.580072757	0.052	0.033	1	RIR	Twf1
Col14a1	0.002772884	1.184484717	0.014	0.005	1	RIR	Col14a1
Aup1	0.002776979	0.34722848	0.055	0.036	1	RIR	Aup1
Mmaa	0.002780586	-1.440585661	0.009	0.018	1	RIR	Mmaa
Akna	0.002789702	0.876260843	0.014	0.005	1	RIR	Akna
Rab11a	0.00279766	0.632214751	0.056	0.037	1	RIR	Rab11a
Itgax	0.002803334	3.746323019	0.01	0.002	1	RIR	Itgax
Reep5	0.002821584	0.136434865	0.119	0.091	1	RIR	Reep5
Cdc26	0.002823057	0.831543868	0.025	0.013	1	RIR	Cdc26
Zfp36	0.002829781	0.626106973	0.04	0.024	1	RIR	Zfp36
Mctp1	0.002830211	0.451273854	0.025	0.012	1	RIR	Mctp1
Lrrc8c	0.002833915	0.796179847	0.022	0.011	1	RIR	Lrrc8c
Zfp182	0.002844188	2.632369795	0.01	0.002	1	RIR	Zfp182
Zfp52	0.002847929	2.45179842	0.01	0.002	1	RIR	Zfp52
Cyp4f15	0.002853637	-1.34710056	0.006	0.014	1	RIR	Cyp4f15
Gnpda1	0.002855139	1.595377948	0.025	0.013	1	RIR	Gnpda1
Stra6	0.002855148	-1.646511758	0.01	0.019	1	RIR	Stra6
Plau	0.002857913	2.501044409	0.015	0.006	1	RIR	Plau
Lgals9	0.00285927	0.449382517	0.015	0.005	1	RIR	Lgals9
Atp5e	0.002861255	-0.703209926	0.189	0.216	1	RIR	Atp5e
Gtf2i	0.002863183	-0.791759202	0.112	0.137	1	RIR	Gtf2i
Map3k8	0.002865664	2.616326865	0.012	0.004	1	RIR	Map3k8
Ldlrad4	0.002874033	0.712045392	0.056	0.038	1	RIR	Ldlrad4
Eln	0.002883213	0.640788995	0.032	0.018	1	RIR	Eln
Scara5	0.002888356	0.470178139	0.024	0.012	1	RIR	Scara5
Parp9	0.002899947	0.97750495	0.02	0.009	1	RIR	Parp9
Vcpip1	0.002917895	0.397610013	0.029	0.016	1	RIR	Vcpip1
Pla2g15	0.002955811	1.49212146	0.017	0.007	1	RIR	Pla2g15
Ccnd2	0.002957637	-0.582762613	0.155	0.181	1	RIR	Ccnd2
Nrp1	0.002971592	0.603211165	0.068	0.048	1	RIR	Nrp1
Dynll1	0.002990257	-0.339351987	0.07	0.049	1	RIR	Dynll1
Il1rap	0.003006468	0.899871095	0.015	0.006	1	RIR	Il1rap
Fbl	0.003031086	0.795234148	0.039	0.023	1	RIR	Fbl
Atp5k	0.003050513	-0.789154203	0.208	0.234	1	RIR	Atp5k
Med26	0.003051987	3.353101027	0.013	0.004	1	RIR	Med26
mt-Co1	0.003053279	-0.396468303	0.593	0.53	1	RIR	mt-Co1
Fam13b	0.003092565	0.697258978	0.023	0.011	1	RIR	Fam13b
Gpr68	0.003108744	-2.541115711	0.004	0.01	1	RIR	Gpr68
Ociad2	0.003115732	-0.517339598	0.102	0.126	1	RIR	Ociad2
Ythdf3	0.003117947	0.391546772	0.055	0.037	1	RIR	Ythdf3
Shisa9	0.003131986	-1.195043687	0.016	0.027	1	RIR	Shisa9
Gprasp1	0.003132935	-0.91753307	0.047	0.065	1	RIR	Gprasp1
Ninj1	0.003140855	0.918217326	0.023	0.011	1	RIR	Ninj1
Bdnf	0.003158101	-1.670110883	0.007	0.015	1	RIR	Bdnf
Prdx5	0.003166016	-0.257237272	0.127	0.098	1	RIR	Prdx5
Ifnar1	0.003177484	0.845881544	0.026	0.013	1	RIR	Ifnar1
Dnajb6	0.003199043	0.597005284	0.067	0.046	1	RIR	Dnajb6
Rcl1	0.003257078	2.311219784	0.014	0.005	1	RIR	Rcl1
Tbc1d8	0.00325748	0.718822811	0.013	0.005	1	RIR	Tbc1d8
Tnnt3	0.003264184	0.598168268	0.04	0.024	1	RIR	Tnnt3
Trps1	0.003275605	-0.235900448	0.071	0.05	1	RIR	Trps1
Sec61a1	0.003287714	0.35246356	0.062	0.043	1	RIR	Sec61a1
Ugt1a10	0.003289446	0.685241226	0.02	0.009	1	RIR	Ugt1a10
Eif6	0.003307484	1.233022637	0.02	0.009	1	RIR	Eif6
Reep3	0.003314146	0.473983042	0.071	0.05	1	RIR	Reep3
Prkacb	0.003314572	0.711388724	0.048	0.031	1	RIR	Prkacb
Zfp521	0.003322436	0.113132418	0.04	0.024	1	RIR	Zfp521
Gria3	0.003323186	-0.759694911	0.034	0.05	1	RIR	Gria3
Frmd6	0.0033238	0.510994004	0.028	0.015	1	RIR	Frmd6
Ccnt1	0.00332598	-0.740337078	0.031	0.017	1	RIR	Ccnt1
Rasa2	0.003346931	1.054608383	0.024	0.012	1	RIR	Rasa2
Spag6l	0.003350698	0.9314238	0.013	0.005	1	RIR	Spag6l
Ppip5k2	0.003356712	1.352399278	0.019	0.009	1	RIR	Ppip5k2
Ankrd13a	0.003363317	2.046354284	0.025	0.013	1	RIR	Ankrd13a
Leng8	0.003373698	1.371823893	0.027	0.015	1	RIR	Leng8
Dhx15	0.003373836	0.394272302	0.038	0.023	1	RIR	Dhx15
Slc50a1	0.00337853	0.269118635	0.024	0.012	1	RIR	Slc50a1
Pepd	0.003386518	0.365090173	0.04	0.024	1	RIR	Pepd
Gsto1	0.003394972	0.391814752	0.226	0.189	1	RIR	Gsto1
Kctd10	0.003412427	0.759119869	0.027	0.014	1	RIR	Kctd10
Sox4	0.003414531	0.910005465	0.037	0.022	1	RIR	Sox4
Gas2l3	0.00342404	2.299278757	0.01	0.002	1	RIR	Gas2l3
Tgfb1	0.003427339	1.730571913	0.014	0.005	1	RIR	Tgfb1
Pja1	0.00343266	-0.883556116	0.034	0.049	1	RIR	Pja1
Hadhb	0.003445069	-0.753346429	0.035	0.051	1	RIR	Hadhb
Pappa	0.003450766	2.555521929	0.012	0.004	1	RIR	Pappa
Ppfia4	0.003456882	2.100339655	0.012	0.004	1	RIR	Ppfia4
Ywhae	0.003459262	0.163195132	0.167	0.135	1	RIR	Ywhae
Rom1	0.003480977	0.210690293	0.15	0.12	1	RIR	Rom1
Lrp2	0.003485252	-1.122934272	0.015	0.025	1	RIR	Lrp2
Elf4	0.003490695	0.724030278	0.012	0.004	1	RIR	Elf4
Plekha6	0.003508163	-0.988515914	0.021	0.034	1	RIR	Plekha6
Tiparp	0.003517041	0.694856376	0.018	0.008	1	RIR	Tiparp
Dnajc3	0.003529238	0.294069512	0.082	0.06	1	RIR	Dnajc3
Spire1	0.003574143	1.08049678	0.022	0.011	1	RIR	Spire1
Bzw1	0.00359071	0.112833844	0.069	0.049	1	RIR	Bzw1
Zfp867	0.003604597	-1.049583	0.004	0.011	1	RIR	Zfp867
Eif2s2	0.003606142	0.137463671	0.086	0.063	1	RIR	Eif2s2
Chfr	0.003609934	1.143988851	0.027	0.014	1	RIR	Chfr
Ptpn2	0.003623318	1.083334226	0.023	0.011	1	RIR	Ptpn2
Gm49207	0.003637298	-0.935467819	0.004	0.011	1	RIR	Gm49207
Gjc1	0.0036548	2.161794094	0.012	0.004	1	RIR	Gjc1
Col18a1	0.003682057	-0.343950739	0.194	0.223	1	RIR	Col18a1
Snx32	0.003692424	0.403863019	0.059	0.04	1	RIR	Snx32
Atp5l	0.003708355	0.197676427	0.213	0.178	1	RIR	Atp5l
Exoc4	0.003764761	0.490823586	0.084	0.063	1	RIR	Exoc4
Erp29	0.00376852	0.481537993	0.085	0.063	1	RIR	Erp29
Ap1b1	0.003782447	-0.215091778	0.047	0.03	1	RIR	Ap1b1
Entpd7	0.003792937	1.353322842	0.01	0.003	1	RIR	Entpd7
Bspry	0.003795276	1.888747218	0.01	0.003	1	RIR	Bspry
Ric1	0.003821534	1.39468392	0.021	0.01	1	RIR	Ric1
Rassf1	0.003831346	0.975539607	0.03	0.017	1	RIR	Rassf1
Lockd	0.003836429	1.98181682	0.01	0.003	1	RIR	Lockd
Scamp2	0.003852802	0.554218107	0.033	0.019	1	RIR	Scamp2
F5	0.003867049	-1.053099732	0.028	0.042	1	RIR	F5
Klhl22	0.003878906	-2.033469915	0.011	0.021	1	RIR	Klhl22
Dmac1	0.003885525	0.931636793	0.027	0.015	1	RIR	Dmac1
Osbpl3	0.003889561	0.505439218	0.013	0.005	1	RIR	Osbpl3
Mterf4	0.003895775	-1.312192818	0.012	0.022	1	RIR	Mterf4
Nagpa	0.003919479	1.898826727	0.014	0.005	1	RIR	Nagpa
Prkag2	0.003949538	0.572767688	0.027	0.015	1	RIR	Prkag2
Cdon	0.003952073	-0.769725108	0.071	0.091	1	RIR	Cdon
Serpinf1	0.003957675	-0.69103263	0.063	0.043	1	RIR	Serpinf1
